arm,case_index,scenario,simulation_seed,controller_yaw_deg,has_raw_contact,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s
surface_minus5,14,surface_dev_14,11,-5.0,True,10.190829227322075,27.3245120266504,11.76064044127133,59.8,0.0,0.41083165488544116,10.620443543985516,0.0,0.5740000000000001
surface_minus5,15,surface_dev_15,29,-5.0,True,10.183803026670404,26.948122815286613,11.756199644458908,59.66666666666667,0.0,0.41115221772098426,10.617121318228538,0.0,0.5740000000000001
surface_minus5,16,surface_dev_16,11,10.0,True,11.688389783463656,33.620048709666435,11.778964448734955,53.266666666666666,0.0,0.3818000534182001,12.190656105710355,0.0,0.544
surface_minus5,17,surface_dev_17,29,10.0,True,11.686221833463463,32.43756798369514,11.771121953583096,53.266666666666666,0.0,0.38208058083865815,12.185131427661593,0.0,0.544
surface_minus5,18,surface_dev_18,11,10.0,True,11.790525072634363,32.602571458160995,11.781560385629884,52.86666666666666,0.0,0.381805229475124,12.292169523017739,0.0,0.544
surface_minus5,19,surface_dev_19,29,10.0,True,11.765084802263727,32.5321613516825,11.773686940854606,52.86666666666666,0.0,0.3822881503377577,12.267858888791991,0.0,0.544
surface_minus5,20,surface_dev_20,11,10.0,True,10.020398217427672,26.826285936756907,11.779167524362208,60.333333333333336,0.0,0.38185539408343094,10.44395408208921,0.0,0.544
surface_minus5,21,surface_dev_21,29,10.0,True,10.014347422950857,27.201189784880572,11.769927207974522,60.266666666666666,0.0,0.38223243427053755,10.437518584772286,0.0,0.544
surface_minus5,22,surface_dev_22,11,10.0,True,10.097374470485754,27.32957340033967,11.781159936013731,60.0,0.0,0.3819165341193673,10.51847556138409,0.0,0.544
surface_minus5,23,surface_dev_23,29,10.0,True,10.091532977791198,27.16825654088201,11.772642024094091,59.86666666666667,0.0,0.38237252725272675,10.514958723162598,0.0,0.544
surface_plus5,0,surface_dev_00,11,-10.0,True,11.702240799985411,32.26265866049548,12.063735829397123,53.800000000000004,0.0,0.520407736384171,12.204432781133542,0.0,0.544
surface_plus5,1,surface_dev_01,29,-10.0,True,11.703688235764863,31.15156943609115,12.062883154152985,53.86666666666666,0.0,0.5206847399845382,12.201912338712729,0.0,0.546
surface_plus5,2,surface_dev_02,11,-10.0,True,11.80067225897231,31.59534025365139,12.06678387438827,53.53333333333333,0.0,0.5204009224653682,12.29700400462882,0.0,0.544
surface_plus5,3,surface_dev_03,29,-10.0,True,11.792901441075353,32.782254407547825,12.065631671618178,53.46666666666666,0.0,0.5207155968669114,12.290725633051073,0.0,0.546
surface_plus5,4,surface_dev_04,11,-10.0,True,10.02275079918834,26.04850388415234,12.06561133055501,61.06666666666667,0.0,0.5207268140459779,10.444237280529954,0.0,0.544
surface_plus5,5,surface_dev_05,29,-10.0,True,10.015720600450766,26.377171339799315,12.064363201513993,61.0,0.0,0.5210105960269862,10.440086133040568,0.0,0.546
surface_plus5,6,surface_dev_06,11,-10.0,True,10.109618342167504,26.90331865047797,12.06645772949993,60.66666666666667,0.0,0.5208023753902461,10.528987957708758,0.0,0.544
surface_plus5,7,surface_dev_07,29,-10.0,True,10.09524939894304,26.780422316442575,12.067710140364216,60.66666666666667,0.0,0.5210376069440874,10.51635221311187,0.0,0.546
surface_plus5,8,surface_dev_08,11,5.0,True,11.927960627556953,31.02041065066942,12.013277414735578,52.86666666666666,0.0,0.4080803222265322,12.438287768748545,0.0,0.5740000000000001
surface_plus5,9,surface_dev_09,29,5.0,True,11.90481509620491,31.622544519864054,12.008655675333054,52.800000000000004,0.0,0.408497675169677,12.418540683633008,0.0,0.5740000000000001
surface_plus5,10,surface_dev_10,11,5.0,True,11.999540060542268,32.55174648443777,12.014718744291159,52.53333333333333,0.0,0.4082479398282207,12.512386066709785,0.0,0.5740000000000001
surface_plus5,11,surface_dev_11,29,5.0,True,11.984808785770358,32.29061659066582,12.010071602308392,52.46666666666666,0.0,0.40855206538185507,12.49849034551239,0.0,0.5740000000000001
