method,training_run_id,policy_sha256,case,scenario_seed,simulation_seed,wall_time_constant_s,wall_sliding_friction,wall_yaw_deg,position_noise_std_m,force_noise_std_n,force_bias_n,measurement_delay_ms,bias_compensation_scale,controller,scenario,force_rmse_n,peak_force_n,tangent_rmse_mm,orientation_rmse_deg,contact_ratio_pct,torque_rms_nm,saturation_pct,controller_p95_us,fallback_count,policy_update_count,torque_context_fallback_count,residual_rms_n,residual_torque_projection_pct,residual_mean_projection_scale,nominal_torque_projection_pct,nominal_mean_projection_scale,nominal_projection_fallback_count,gate_pass,failed_checks
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_18,8441190078041215819,12461033608959630947,0.014585211592838694,0.8609224446674606,5.075434237450679,0.0005018259231004893,0.26975785435105554,-1.351131333853319,0,1.1083753115410402,torque_residual_run_01,blind_18,1.3142319868842691,34.15695872115757,17.46423705918207,3.5857905499130025,100.0,22.733517043812498,0.0,606.41075,0,226,0,2.7334582092561712,0.0,1.0,0.0,1.0,0,no,tangent_rmse
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_18,8441190078041215819,12461033608959630947,0.014585211592838694,0.8609224446674606,5.075434237450679,0.0005018259231004893,0.26975785435105554,-1.351131333853319,0,1.1083753115410402,torque_residual_run_02,blind_18,1.5016557141224858,34.4790064974272,17.30282664593923,3.580014983030656,100.0,22.773711198457118,0.0,601.7443999999999,0,226,0,3.0837123007178917,0.0,1.0,0.0,1.0,0,no,tangent_rmse
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_18,8441190078041215819,12461033608959630947,0.014585211592838694,0.8609224446674606,5.075434237450679,0.0005018259231004893,0.26975785435105554,-1.351131333853319,0,1.1083753115410402,torque_residual_run_03,blind_18,1.4205477885822273,35.12911473616517,17.892067694661012,3.5838197915725925,100.0,22.765747493669792,0.0,627.2252999999998,0,226,0,2.6044309517807216,0.0,1.0,0.0,1.0,0,no,peak_force;tangent_rmse
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_18,8441190078041215819,12461033608959630947,0.014585211592838694,0.8609224446674606,5.075434237450679,0.0005018259231004893,0.26975785435105554,-1.351131333853319,0,1.1083753115410402,torque_residual_run_04,blind_18,1.4474512246498112,34.699887637598266,17.817577315756054,3.5859694304379492,100.0,22.753454846551048,0.0,617.3774,0,226,0,2.7150224703963204,0.0,1.0,0.0,1.0,0,no,tangent_rmse
fixed_hybrid,,,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,hybrid,blind_19,1.3709986163997243,41.79589242654974,13.189848374814652,3.007694533398576,100.0,22.741928126467325,0.0,100.71714999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
adaptive_hybrid,,,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,adaptive_hybrid,blind_19,1.4323756831345922,42.46351863861592,10.835461762260087,2.9951437538725534,100.0,22.86944925744132,0.0,146.26315,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
safe_adaptive_hybrid,,,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,safe_adaptive_hybrid,blind_19,1.41745872805506,45.46875734522821,10.83076253181518,2.995821436086366,100.0,22.863441855478584,0.0,257.34435,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,torque_residual_run_00,blind_19,1.492609948373406,45.01018909666876,10.26024958625407,2.992268594562708,100.0,22.812664168832804,0.0,562.99475,0,226,0,2.6781010262681693,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,torque_residual_run_01,blind_19,1.4165362168061995,44.68832043087104,10.362209963630207,2.9879689460259478,100.0,22.835012833314224,0.0,589.2185499999999,0,226,0,2.3822315794354227,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,torque_residual_run_02,blind_19,1.421739004722646,43.96598745615941,9.775402464087833,2.992045857836945,100.0,22.82926214234511,0.0,583.11925,0,226,0,2.52275454219602,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,torque_residual_run_03,blind_19,1.4046449347629084,44.54342668767716,10.480818164789495,2.9905724367979243,100.0,22.83569239096346,0.0,572.3709,0,226,0,2.19721594582202,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_19,18345636818655476024,12945287634900908892,0.008125259377293859,0.8523400798363485,0.7852321688774992,0.0005480501747174948,0.4515383697555443,-0.17295204817442267,14,0.9304126855389994,torque_residual_run_04,blind_19,1.4872570350838878,45.35082928277361,10.608920673599776,2.9864038056676443,100.0,22.85714118619466,0.0,570.212,0,226,0,2.4061537262697676,0.0,1.0,0.0,1.0,0,no,peak_force
fixed_hybrid,,,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,hybrid,blind_20,1.3953064754215503,28.157040003847737,12.17911477508913,2.4587070757048473,100.0,24.78421061208897,0.0,92.7882,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
adaptive_hybrid,,,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,adaptive_hybrid,blind_20,1.0775831725118408,30.46995658318799,10.741316847300185,2.4382283839210004,100.0,24.994608362872608,0.0,159.5991,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
safe_adaptive_hybrid,,,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,safe_adaptive_hybrid,blind_20,1.0775865755337741,30.46997211214842,10.741319975115998,2.43822825424228,100.0,24.994608508312933,0.0,236.69875,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,torque_residual_run_00,blind_20,1.279060178759631,32.48499275063152,8.504166389922396,2.449060777254035,100.0,25.111178454670227,0.0,566.51085,0,226,0,2.824120948582755,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,torque_residual_run_01,blind_20,1.135842038463998,31.48409076498909,8.474428875867998,2.4520172176217536,100.0,25.0728967316462,0.0,563.88255,0,226,0,2.5373880951076804,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,torque_residual_run_02,blind_20,1.178791915533701,30.636185595538873,8.447146985275918,2.449795725360664,100.0,25.115570274123538,0.0,564.17,0,226,0,2.7868993109176765,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,torque_residual_run_03,blind_20,1.1818771058517807,30.735161563509028,8.946318836241245,2.448898958993191,100.0,25.08879929003243,0.0,580.6998,0,226,0,2.4045637857945956,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_20,4595252760521528541,6970030948923604672,0.008129699373526644,0.29694175892163766,-1.8974492050483978,0.00011860625592626404,0.5751463317829494,1.3327975097834979,16,1.0632433284065568,torque_residual_run_04,blind_20,1.21806783708163,30.80690862018794,8.888551991144622,2.4504269419362,100.0,25.09474523673761,0.0,578.1197,0,226,0,2.552761982476272,0.0,1.0,0.0,1.0,0,yes,
fixed_hybrid,,,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,hybrid,blind_21,1.3048895134302936,39.61966652035906,19.787531895329842,3.5635283160114657,100.0,23.888803692521176,0.0,96.76029999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force;tangent_rmse
adaptive_hybrid,,,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,adaptive_hybrid,blind_21,1.3866717950211422,39.69040042015628,15.744175979013459,3.5782339007356296,100.0,24.060650659434117,0.0,162.74039999999997,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force;tangent_rmse
safe_adaptive_hybrid,,,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,safe_adaptive_hybrid,blind_21,1.3866829208572573,39.690486018518605,15.74419196599711,3.578233389121063,100.0,24.060649762817242,0.0,240.07125,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force;tangent_rmse
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,torque_residual_run_00,blind_21,1.480375317006676,40.547408777824835,12.8845267057263,3.586950754769291,100.0,24.09745982708804,0.0,567.3490499999999,0,226,0,2.8195499621425135,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,torque_residual_run_01,blind_21,1.466213906882536,42.362876293347064,12.898855579859454,3.59052711726643,100.0,24.096779141422527,0.0,559.1071,0,226,0,2.623671447174056,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,torque_residual_run_02,blind_21,1.5285152222357263,41.89102529481519,12.909320360705546,3.5867754624038968,100.0,24.133599413990723,0.0,562.1678,0,226,0,2.8927830012522073,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,torque_residual_run_03,blind_21,1.4900568022031204,41.3577370232237,13.3025732276876,3.5890001167129024,100.0,24.11380368967811,0.0,553.4698999999999,0,226,0,2.4993677627119872,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_21,13431553198438227306,11638785163613676861,0.0045651935250212985,0.6381065144239468,-4.233627932668957,0.0005382506634619827,0.7777034619743751,-0.3285454037256703,20,1.103332555739752,torque_residual_run_04,blind_21,1.468023663733082,42.25010981049056,13.218537205700793,3.5909512898765357,100.0,24.111011270294558,0.0,557.5589,0,226,0,2.6716066076576404,0.0,1.0,0.0,1.0,0,no,peak_force
fixed_hybrid,,,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,hybrid,blind_22,1.2113484621072985,29.69939897444994,14.905447351293448,3.256713716448488,100.0,24.972349329369724,0.0,82.3532,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
adaptive_hybrid,,,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,adaptive_hybrid,blind_22,1.1689999990071198,28.90317695244012,11.836246901649417,3.269105122172259,100.0,25.09845867756913,0.0,131.79565,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
safe_adaptive_hybrid,,,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,safe_adaptive_hybrid,blind_22,1.1689999990071198,28.90317695244012,11.836246901649417,3.269105122172259,100.0,25.09845867756913,0.0,194.83065,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,torque_residual_run_00,blind_22,1.508794483933676,30.152827198073695,9.423679923482604,3.2773732870215158,100.0,25.231043567931668,0.0,557.1109,0,226,0,2.8645890261178613,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,torque_residual_run_01,blind_22,1.3783037828618387,30.092584605738992,9.358725251865987,3.281341334880888,100.0,25.192264627435147,0.0,552.74355,0,226,0,2.6116576668230524,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,torque_residual_run_02,blind_22,1.5249861323411966,31.49994498655648,9.431168910253598,3.2771019216691233,100.0,25.241409987184092,0.0,555.81115,0,226,0,2.8986701278087645,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,torque_residual_run_03,blind_22,1.4682121702841076,30.64238330982981,9.89531433980724,3.2766775517934468,100.0,25.213980572613202,0.0,559.5482,0,226,0,2.4885035269601783,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_22,308105591734041084,8511216903146091300,0.010670540822543125,0.4200750017645738,-5.713357287028926,6.312433543704721e-06,0.2649635985226113,-0.5332834156463865,26,1.0893247344908992,torque_residual_run_04,blind_22,1.4518474251263342,30.580936071467196,9.810753929161928,3.279763480800664,100.0,25.219176505323883,0.0,552.4384,0,226,0,2.588980474829288,0.0,1.0,0.0,1.0,0,yes,
fixed_hybrid,,,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,hybrid,blind_23,1.0542338636813275,64.8607527669607,6.791721296465825,2.002056904790534,100.0,24.854078591457732,0.0,97.98535,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
adaptive_hybrid,,,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,adaptive_hybrid,blind_23,1.045681192786791,68.45542745677214,5.826749316528229,2.002743146357081,100.0,24.876045619126483,0.0,131.4741,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
safe_adaptive_hybrid,,,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,safe_adaptive_hybrid,blind_23,1.0489005764918962,67.69929994744956,5.865300795575418,2.0033722765409805,100.0,24.88438918646831,0.0,205.27915,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,torque_residual_run_00,blind_23,1.1361063801141749,67.69929994744956,6.973469560420794,1.9915681597798613,100.0,24.976621307504878,0.0,550.101,0,226,0,2.758469844452709,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,torque_residual_run_01,blind_23,1.0890281071404584,67.69929994744956,6.710111244057726,1.990967885727496,100.0,24.959606898991957,0.0,553.3788499999999,0,226,0,2.369423561806279,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,torque_residual_run_02,blind_23,1.1354058739066173,67.69929994744956,6.53459754416835,1.9926136605743954,100.0,24.98097490862233,0.0,551.78035,0,226,0,2.4844963954756056,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,torque_residual_run_03,blind_23,1.088107721299925,67.69929994744956,6.7106496791569095,1.992901931544572,100.0,24.95663170300759,0.0,550.47055,0,226,0,2.201260749810703,0.0,1.0,0.0,1.0,0,no,peak_force
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_23,7762164895732114258,6393277573368700675,0.008380790244137983,0.31308109998040007,-4.181961744604328,0.00037733766829785173,0.7236140549580884,-0.16012848466805063,28,0.9475167765985579,torque_residual_run_04,blind_23,1.1164993862292454,67.69929994744956,6.906539246156686,1.990891311320503,100.0,24.960047419492742,0.0,554.41995,0,226,0,2.3778201119539144,0.0,1.0,0.0,1.0,0,no,peak_force
fixed_hybrid,,,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,hybrid,blind_24,0.9869331408242271,27.795968722765824,24.976669581110173,4.268180974126016,100.0,23.022372947865133,0.0,86.53615,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,tangent_rmse
adaptive_hybrid,,,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,adaptive_hybrid,blind_24,1.0954559412414129,28.05651260306577,20.483933209245784,4.273948166766784,100.0,23.161357578904322,0.0,124.47925,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,tangent_rmse
safe_adaptive_hybrid,,,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,safe_adaptive_hybrid,blind_24,1.0954559412414129,28.05651260306577,20.483933209245784,4.273948166766784,100.0,23.161357578904322,0.0,203.16864999999999,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,tangent_rmse
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,torque_residual_run_00,blind_24,1.402494277044534,28.849383588539624,17.65584931037174,4.271434268183574,100.0,23.154624021799478,0.0,563.4944,0,226,0,2.977568377442463,0.0,1.0,0.0,1.0,0,no,tangent_rmse
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,torque_residual_run_01,blind_24,1.2544836038408784,28.869944828785204,17.684600078249655,4.276548611891089,100.0,23.12124805449828,0.0,555.1351999999999,0,226,0,2.750489766729536,0.0,1.0,0.0,1.0,0,no,tangent_rmse
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,torque_residual_run_02,blind_24,1.3432455479470289,28.596545336391102,17.57942869586409,4.269702118179703,100.0,23.174708882049078,0.0,553.96545,0,226,0,3.152987211657413,0.0,1.0,0.0,1.0,0,no,tangent_rmse
torque_residual_run_03,run_03,3f50ce6be439066204dfc37949ce8f27b685a445f7572f8a7e99aaa27d5fc724,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,torque_residual_run_03,blind_24,1.3679331636304084,29.322766769970162,18.111534912597588,4.274224187091622,100.0,23.16079196767884,0.0,556.0702,0,226,0,2.6459856524273757,0.0,1.0,0.0,1.0,0,no,tangent_rmse
torque_residual_run_04,run_04,6f01e1bb0eb3c36a43dbf54d6d0da779c57eba9cb18be4027d4f01d38dcee7bc,blind_24,15801246096548403211,16623392689781011005,0.02390925207999894,0.8061803709425939,0.7464310207466589,0.0007386941563677907,0.14520664464870242,1.4277367409691006,0,1.1304151883502864,torque_residual_run_04,blind_24,1.2721409879550523,30.21693882469202,18.05730736038716,4.276477698829791,100.0,23.146375522859735,0.0,554.2709,0,226,0,2.7218082993214026,0.0,1.0,0.0,1.0,0,no,tangent_rmse
fixed_hybrid,,,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,hybrid,blind_25,0.8330060882539324,21.669562332980842,16.25124414863555,4.062858275515928,100.0,24.91290959182597,0.0,80.75805,0,0,0,0.0,0.0,1.0,0.0,1.0,0,no,tangent_rmse
adaptive_hybrid,,,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,adaptive_hybrid,blind_25,1.0299479176339816,25.178198110487227,13.246827115256655,4.061315756529648,100.0,25.112232895630513,0.0,123.4304,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
safe_adaptive_hybrid,,,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,safe_adaptive_hybrid,blind_25,1.022808578599346,25.179536465265837,13.233551254060314,4.062270923919067,100.0,25.11929262706048,0.0,195.27575000000002,0,0,0,0.0,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_00,run_00,b37c7ceb9c9191837877fe96d975554ed164a84903691e3f3e9244788a290ddb,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,torque_residual_run_00,blind_25,1.198429772234662,25.40514729030387,10.492807696204753,4.0734709109271146,100.0,25.24754375288322,0.0,559.4662000000001,0,226,0,2.888971279540918,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_01,run_01,63528b5f5144cfd79c6557c888a487332702b572d71f0314cdc1ae7322f0384b,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,torque_residual_run_01,blind_25,1.0568599729763213,23.27041830813148,10.446680513772076,4.078739414467239,100.0,25.21585156438492,0.0,549.31615,0,226,0,2.6436202434288556,0.0,1.0,0.0,1.0,0,yes,
torque_residual_run_02,run_02,47fb010b562f8d69d5c92eea398c37835d1f11e8015e0669129ff80a807dbfcc,blind_25,1867139436221958153,9399747717227457875,0.022544093369065456,0.2354140543323757,-5.6892736720932895,0.000569528807444109,0.6315654152064214,1.3785163541985055,26,1.115370186343243,torque_residual_run_02,blind_25,1.2387462868415733,24.89555646694995,10.544428538042581,4.071924394442763,100.0,25.262641176526362,0.0,551.55325,0,226,0,2.9479992679599554,0.0,1.0,0.0,1.0,0,yes,
