case_index,rotation_gain_scale,wall_yaw_deg,wall_time_constant_s,tool_mass_kg,simulation_seed,original_compatibility,reference_trace,candidate_trace,start_s,end_s,samples,velocity_rms_6_m_s,velocity_rms_8_m_s,velocity_rms_delta_m_s,along_mse_6_m2_s2,along_mse_8_m2_s2,cross_mse_6_m2_s2,cross_mse_8_m2_s2,along_mean_6_m_s,along_mean_8_m_s,cross_mean_6_m_s,cross_mean_8_m_s,along_variance_6_m2_s2,along_variance_8_m2_s2,cross_variance_6_m2_s2,cross_variance_8_m2_s2,position_rms_6_mm,position_rms_8_mm,position_rms_delta_mm,position_along_mean_6_mm,position_along_mean_8_mm,request_along_mean_6_n,request_along_mean_8_n,request_along_std_6_n,request_along_std_8_n,request_delta_vector_rms_n,mse_delta_m2_s2,weighted_mse_delta_m2_s2
16,1.0,15.0,0.005,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_16__compact.npz,results/franka_budget_transfer/traces/public24__case16__s1__f8n.npz,1.5,4.5,1500,0.004069872893288871,0.004354119255237605,0.00028424636194873416,1.2908115358987376e-05,1.5576117819633506e-05,3.655750008540147e-06,3.382236669197373e-06,0.0017544716331448994,0.001979417701838522,0.001288134947720926,0.0009630707347509286,9.829944647477244e-06,1.1658023381281812e-05,1.9964583650001545e-06,2.45473142906368e-06,1.3515598212032085,1.3463961753928695,-0.005163645810339103,-0.757156725409435,-0.457366459405814,5.960097297375368,6.105237463042967,0.061497016659955724,0.10476327655150172,0.15505142078160836,2.3944891213033533e-06,2.3944891213033533e-06
16,2.0,15.0,0.005,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_16__compact.npz,results/franka_budget_transfer/traces/public24__case16__s2__f8n.npz,1.5,4.5,1500,0.0045719071027280804,0.004913236306915481,0.00034132920418740095,1.670299987931354e-05,2.018808006833833e-05,4.199334676661932e-06,3.951810939254152e-06,0.0017915158591729691,0.0020123787021243695,0.0013166288395335328,0.00100546074353684,1.349347080564528e-05,1.613841202757457e-05,2.465823175570514e-06,2.9408596324604956e-06,1.4053053618682563,1.4041405652217842,-0.0011647966464719932,-0.751303421143978,-0.4608702037294122,5.957335422020254,6.098109131794476,0.059008350059322985,0.10092438818377947,0.15001274213133278,3.2375564516170125e-06,3.2375564516170125e-06
17,1.0,15.0,0.005,0.1,29,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_17__compact.npz,results/franka_budget_transfer/traces/public24__case17__s1__f8n.npz,1.5,4.5,1500,0.004133434358639255,0.00442397122810753,0.00029053686946827525,1.3297220790569164e-05,1.6029861751879726e-05,3.7880588066103356e-06,3.5416596752435244e-06,0.0017532609914560839,0.0019585036007166547,0.0012765684286582463,0.0009685387108604863,1.0223296686407597e-05,1.2194125397859624e-05,2.1584318535633512e-06,2.6035924408082317e-06,1.3423406440601688,1.3373401053903131,-0.005000538669855913,-0.7443040139418994,-0.46195613549665837,5.959192828531823,6.095519539106471,0.05969399092145503,0.10235154805499953,0.14678201100378427,2.4862418299437514e-06,2.4862418299437514e-06
17,2.0,15.0,0.005,0.1,29,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_17__compact.npz,results/franka_budget_transfer/traces/public24__case17__s2__f8n.npz,1.5,4.5,1500,0.004645523586741214,0.004990634575485888,0.00034511098874467384,1.721376788417505e-05,2.0759084375588943e-05,4.3671215107939074e-06,4.147349090446264e-06,0.0017865368612845064,0.0019894408721228022,0.0013116206240450375,0.0010140019638650577,1.4022053927446753e-05,1.6801209391916208e-05,2.6467728493736134e-06,3.11914910772407e-06,1.3981566719711305,1.3977601017735626,-0.0003965701975679279,-0.7433264081788611,-0.4681910067582257,5.954184575655168,6.087209074444705,0.060000246671200644,0.10009478339349577,0.14235554639308143,3.325544071066248e-06,3.325544071066248e-06
18,1.0,15.0,0.005,0.13,11,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_18__compact.npz,results/franka_budget_transfer/traces/public24__case18__s1__f8n.npz,1.5,4.5,1500,0.004093338674548032,0.004382525651780032,0.0002891869772319996,1.3071148283017054e-05,1.5799890751633256e-05,3.6842732215335827e-06,3.4066403368767353e-06,0.0017614413739239498,0.001988335029059772,0.0012935232027108665,0.0009655816643311198,9.968472569245963e-06,1.1846414563847133e-05,2.0110709455822043e-06,2.47429238638428e-06,1.3581684708127841,1.3530277633179386,-0.005140707494845527,-0.7608786807371379,-0.4584175793788906,5.960102947524001,6.1065276747461175,0.06146257517921145,0.10502494345856256,0.15634295174909635,2.4511095839593528e-06,2.4511095839593528e-06
18,2.0,15.0,0.005,0.13,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_18__compact.npz,results/franka_budget_transfer/traces/public24__case18__s2__f8n.npz,1.5,4.5,1500,0.004595932436371975,0.004943475566971975,0.00034754313060000007,1.688955731295494e-05,2.0455646191814914e-05,4.233037646741091e-06,3.982304489433968e-06,0.001798088975117046,0.0020210523280100525,0.001322526240106863,0.0010081935475589128,1.3656433350517469e-05,1.637099367926006e-05,2.483961990969893e-06,2.9658502600945423e-06,1.4119704363000305,1.4110234243463824,-0.0009470119536479811,-0.7552203145091868,-0.461899885835172,5.957241976410333,6.099402992258745,0.05909869000965538,0.10126603723531456,0.15143512650186455,3.315355721552852e-06,3.315355721552852e-06
19,1.0,15.0,0.005,0.13,29,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_19__compact.npz,results/franka_budget_transfer/traces/public24__case19__s1__f8n.npz,1.5,4.5,1500,0.00415674210629668,0.004452633756338818,0.0002958916500421377,1.3461209802051985e-05,1.625890846301427e-05,3.81729513620778e-06,3.567038905073662e-06,0.0017599944666347022,0.0019673763505162027,0.001282312419834943,0.0009710445028994187,1.0363629279467214e-05,1.238833875844382e-05,2.1729699941448337e-06,2.624111478462483e-06,1.3488483765406731,1.343986384907294,-0.004861991633379244,-0.7482762693984508,-0.4630101327209788,5.959078639201961,6.096808015629855,0.05971125153033902,0.10263974055414221,0.14820039942391236,2.5474424298281704e-06,2.5474424298281704e-06
19,2.0,15.0,0.005,0.13,29,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_19__compact.npz,results/franka_budget_transfer/traces/public24__case19__s2__f8n.npz,1.5,4.5,1500,0.004670275354981494,0.005021057177542525,0.0003507818225610311,1.7409974157093254e-05,2.1032066587930466e-05,4.401497734254264e-06,4.17894859222084e-06,0.0017931382364734221,0.0019980593717795186,0.0013173685422163451,0.0010167373772758345,1.419462942199024e-05,1.7039825334774503e-05,2.666037858233046e-06,3.1451936978710975e-06,1.4048537121613338,1.404655011799008,-0.00019870036232572455,-0.7471260807420332,-0.4692343717001266,5.954145447505871,6.088496735259527,0.060075327242384326,0.10046679066317656,0.14373599311427507,3.3995432888037857e-06,3.3995432888037857e-06
20,1.0,15.0,0.012,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_20__compact.npz,results/franka_budget_transfer/traces/public24__case20__s1__f8n.npz,1.5,4.5,1500,0.0040955249633213365,0.004378678821759022,0.0002831538584376859,1.3025105631719681e-05,1.5700205689830825e-05,3.7482190934685508e-06,3.4726225342901564e-06,0.0017933051427275859,0.0020187779031830147,0.0013049460019793008,0.0009791589185848266,9.809162296786474e-06,1.1624741467450813e-05,2.04533502538679e-06,2.5138703464459497e-06,1.3691711943416653,1.3652225481638243,-0.003948646177840982,-0.7627942971192953,-0.46238860644133367,5.960025395132465,6.105436666270199,0.061887174419159946,0.1054003173845841,0.15541787944214808,2.399503498932748e-06,2.399503498932748e-06
20,2.0,15.0,0.012,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_20__compact.npz,results/franka_budget_transfer/traces/public24__case20__s2__f8n.npz,1.5,4.5,1500,0.004599265051003498,0.004939821541511026,0.0003405564905075275,1.684497266323888e-05,2.0343439485751077e-05,4.308266346143337e-06,4.058397376225292e-06,0.001830159630235673,0.0020516967601620284,0.0013347934719364703,0.0010226995535973994,1.3495488391094499e-05,1.6133979890091716e-05,2.5265927334191202e-06,3.012482999296972e-06,1.4231823886868546,1.4231667453873116,-1.5643299543103076e-05,-0.7572971357562621,-0.4660783868581853,5.957179090131039,6.0983067420553905,0.05938062640401675,0.10149367280860484,0.15043675025522332,3.248597852594152e-06,3.248597852594152e-06
21,1.0,15.0,0.012,0.1,29,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_21__compact.npz,results/franka_budget_transfer/traces/public24__case21__s1__f8n.npz,1.5,4.5,1500,0.004158255375153963,0.0044479788500385595,0.00028972347488459647,1.3408497410379938e-05,1.6150314122691813e-05,3.8825903546168884e-06,3.6342017276985365e-06,0.0017913309009460411,0.0019972135000044756,0.0012937167639436012,0.0009847185696222364,1.0199631013695784e-05,1.2161452358091682e-05,2.2088872893081846e-06,2.664531066339673e-06,1.3598450096270125,1.356049197963568,-0.0037958116634443685,-0.7502352734458388,-0.4670860155143474,5.9589693545923295,6.095659665560835,0.06013483613086391,0.10299402502395455,0.1472414243958354,2.4934280853935237e-06,2.4934280853935237e-06
21,2.0,15.0,0.012,0.1,29,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_21__compact.npz,results/franka_budget_transfer/traces/public24__case21__s2__f8n.npz,1.5,4.5,1500,0.0046666014559175765,0.005017705310789529,0.00035110385487195205,1.7303703031935422e-05,2.0927551667612682e-05,4.473466116436627e-06,4.249814918312763e-06,0.001824754293070407,0.0020293950646827663,0.0013290869479097745,0.0010282070115298625,1.3973974801856544e-05,1.680910733905391e-05,2.7069940013325077e-06,3.1926052597535924e-06,1.4148378338585854,1.4155146847745557,0.0006768509159702993,-0.7486796912513126,-0.4709007439746179,5.9543280236980145,6.088593867680737,0.05973924210042511,0.09988440620139682,0.14357857373863936,3.400197437553399e-06,3.400197437553399e-06
22,1.0,15.0,0.012,0.13,11,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_22__compact.npz,results/franka_budget_transfer/traces/public24__case22__s1__f8n.npz,1.5,4.5,1500,0.004119218065818905,0.004406974431775672,0.00028775636595676675,1.3191125668565765e-05,1.592417012522123e-05,3.776831805203076e-06,3.497253517103275e-06,0.0018000510976479468,0.002027595673792432,0.0013105276450477454,0.000981660289501701,9.950941714422186e-06,1.1813025908839446e-05,2.0593490967686863e-06,2.5335965931187117e-06,1.3756514479751922,1.3718464929907153,-0.003804954984476961,-0.7666409202664844,-0.4634444086569795,5.9599664902708005,6.106719384171095,0.06189415497168075,0.10566718929388558,0.1567697554639754,2.4534661685556667e-06,2.4534661685556667e-06
22,2.0,15.0,0.012,0.13,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_22__compact.npz,results/franka_budget_transfer/traces/public24__case22__s2__f8n.npz,1.5,4.5,1500,0.004624571638051463,0.00496994131345036,0.0003453696753988964,1.7044636107274007e-05,2.061120567352064e-05,4.342026728195988e-06,4.089110985620046e-06,0.0018368921656767916,0.002060266805827407,0.001340176704001677,0.0010254152306065985,1.3670463278949233e-05,1.6366506362326376e-05,2.54595313024719e-06,3.0376345904600624e-06,1.4299464318588906,1.4300361454991277,8.971364023717399e-05,-0.7608463887722734,-0.46711110980626835,5.957253859651093,6.099593530179131,0.05937713011940783,0.10184090405787355,0.1516991377521259,3.313653823670691e-06,3.313653823670691e-06
23,1.0,15.0,0.012,0.13,29,FAIL,results/franka_rotation_gain_public24/traces/s1__online__case_23__compact.npz,results/franka_budget_transfer/traces/public24__case23__s1__f8n.npz,1.5,4.5,1500,0.0041824288240901565,0.004476518167267335,0.0002940893431771785,1.358103634136984e-05,1.6379420881216394e-05,3.911674527210334e-06,3.6597940206581e-06,0.0017982170749212517,0.0020059798691185616,0.0012989451597949706,0.0009872134232679812,1.0347451692831497e-05,1.2355465645907472e-05,2.224415999055552e-06,2.685203677577613e-06,1.3664138393386482,1.3626841871345674,-0.0037296522040807314,-0.7538283378628282,-0.46814383037829604,5.959028585829365,6.096940403626247,0.06010858153387919,0.10328740397262844,0.1484906951659513,2.5465040332943183e-06,2.5465040332943183e-06
23,2.0,15.0,0.012,0.13,29,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_23__compact.npz,results/franka_budget_transfer/traces/public24__case23__s2__f8n.npz,1.5,4.5,1500,0.004691149632688309,0.0050480220005276666,0.00035687236783935733,1.7498723564494176e-05,2.1200942712789888e-05,4.508161311777487e-06,4.281583405021449e-06,0.001831255166253762,0.002037908334266272,0.0013348032736266624,0.0010309121580399292,1.4145228080563084e-05,1.704787233391796e-05,2.7264615324930336e-06,3.2188035274269052e-06,1.4215684298752862,1.4223958968873918,0.0008274670121055389,-0.7524705162961711,-0.4719362449460119,5.9542865492618855,6.089879211770813,0.059801965859471624,0.10026497998987409,0.14495574611618178,3.4756412415396746e-06,3.4756412415396746e-06
