case_index,rotation_gain_scale,wall_yaw_deg,wall_time_constant_s,tool_mass_kg,simulation_seed,original_compatibility,reference_trace,candidate_trace,start_s,end_s,samples,velocity_rms_6_m_s,velocity_rms_8_m_s,velocity_rms_delta_m_s,along_mse_6_m2_s2,along_mse_8_m2_s2,cross_mse_6_m2_s2,cross_mse_8_m2_s2,along_mean_6_m_s,along_mean_8_m_s,cross_mean_6_m_s,cross_mean_8_m_s,along_variance_6_m2_s2,along_variance_8_m2_s2,cross_variance_6_m2_s2,cross_variance_8_m2_s2,position_rms_6_mm,position_rms_8_mm,position_rms_delta_mm,position_along_mean_6_mm,position_along_mean_8_mm,request_along_mean_6_n,request_along_mean_8_n,request_along_std_6_n,request_along_std_8_n,request_delta_vector_rms_n,mse_delta_m2_s2,weighted_mse_delta_m2_s2
0,1.0,-15.0,0.005,0.1,11,PASS,results/franka_rotation_gain_public24/traces/s1__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s1__f8n.npz,1.5,2.0,250,0.009621297261382179,0.00998067255777574,0.00035937529639356106,8.502118295945985e-05,9.194588953903712e-05,7.548178032420383e-06,7.667935166500623e-06,0.006109022311052267,0.006494788286338532,0.0026993704263469204,0.0027192736964797653,4.7701029362525455e-05,4.9763614654676905e-05,2.615773337840251e-07,2.734857301338942e-07,2.5365353217588966,2.5346841086412644,-0.001851213117632245,-2.1680611641712693,-2.1407175833644145,5.796810729433559,5.840368912718687,0.21373197702726948,0.25595418077046167,0.07500143478894977,7.044463713657515e-06,1.1740772856095859e-06
0,1.0,-15.0,0.005,0.1,11,PASS,results/franka_rotation_gain_public24/traces/s1__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s1__f8n.npz,2.0,2.5,250,0.0024616045248691725,0.002676481148514708,0.00021487662364553552,1.8519564463443108e-06,3.575718534141904e-06,4.207540390512073e-06,3.5878328042127046e-06,1.4205359495007287e-05,-1.0648711947658263e-05,0.001953943350045352,0.0017659912769101018,1.851754654105928e-06,3.57560513907576e-06,3.8964577532562104e-07,4.6910761409013285e-07,0.8550426065830291,0.9659282095191719,0.11088560293614276,-0.0015914141376528051,0.22973038491006492,5.976458261193329,6.066509043116268,0.0025806164242312126,0.0287783407511658,0.09394208188656936,1.104054501498224e-06,1.8400908358303734e-07
0,1.0,-15.0,0.005,0.1,11,PASS,results/franka_rotation_gain_public24/traces/s1__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s1__f8n.npz,2.5,3.0,250,0.0010177908495101503,0.0014659219396435422,0.0004481310901333919,3.395487428608359e-07,1.811244548050376e-06,6.963494704857574e-07,3.376825850779092e-07,0.000557909693710714,0.0012929835067675083,0.0008231640004358806,0.0005579088879740329,2.82855165244532e-08,1.3943819927757255e-07,1.875049887215502e-08,2.6420257797487287e-08,1.287568733042056,1.236001477836126,-0.05156725520593015,-0.7881961463294999,-0.5395577227859023,5.971412707059411,6.131533739691497,0.0008449680803766244,0.044850845909683815,0.16615251361348693,1.113028919781692e-06,1.855048199636153e-07
0,1.0,-15.0,0.005,0.1,11,PASS,results/franka_rotation_gain_public24/traces/s1__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s1__f8n.npz,3.0,3.5,250,0.0009792330971470987,0.0016127384587101348,0.0006335053615630362,6.505195853918465e-07,2.580133327560485e-06,3.0837787315645273e-07,2.0792008642256635e-08,0.0007839630717295763,0.0015929165885791236,0.0005476435554701276,-3.223813333502511e-05,3.592148755617372e-08,4.275006938993186e-08,8.46440930849009e-09,1.9752711401329778e-08,1.2059257611033993,0.9217794766590474,-0.28414628444435197,-1.0595086727227219,-0.4930472119964593,5.977776941498261,6.272913578730944,0.002563058462016634,0.029468589999202217,0.29640651647794697,1.6420278776544423e-06,2.7367131294240704e-07
0,1.0,-15.0,0.005,0.1,11,PASS,results/franka_rotation_gain_public24/traces/s1__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s1__f8n.npz,3.5,4.0,250,0.0016476386445830092,0.0015035616250597635,-0.0001440770195232457,2.159545129989125e-06,2.2330826252362182e-06,5.551679731342111e-07,2.7614935116138628e-08,0.0014314250004488222,0.001479190315680757,0.0007283301802216953,-7.033829810765773e-06,1.1056759807921418e-07,4.507863523248123e-08,2.4703121712443712e-08,2.756546035433181e-08,0.8191319553668927,0.5389199419477062,-0.2802120134191864,-0.7404239316157826,-0.0627167182115222,5.981103227356652,6.27379953517317,0.005732055221506006,0.02952987831888551,0.29397253109839,-4.540155427709792e-07,-7.566925712849653e-08
0,1.0,-15.0,0.005,0.1,11,PASS,results/franka_rotation_gain_public24/traces/s1__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s1__f8n.npz,4.0,4.5,250,0.0019102349601858074,0.001209193618751856,-0.0007010413414339513,2.7814661839332103e-06,1.3129174985457293e-06,8.675314191828629e-07,1.492317090844798e-07,0.0016307832353095477,0.0010630751445375867,0.000924820256861077,0.0003570314676154236,1.22012223366535e-07,1.82788735612118e-07,1.2238911682274409e-08,2.1760240216856546e-08,0.5475725658104826,0.7588224007683997,0.2112498349579171,-0.0667836363369239,0.3682188901095226,5.953081265088287,6.117058139823682,0.03010616096787362,0.07243100342410616,0.17023672993379105,-2.1868483954858643e-06,-3.6447473258097735e-07
0,2.0,-15.0,0.005,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s2__f8n.npz,1.5,2.0,250,0.010718546443058362,0.011188026859766697,0.0004694804167083358,0.00010480245895155664,0.00011493569177762152,1.0084778900442437e-05,1.0236253237239565e-05,0.006535696167129285,0.007042976940026353,0.0030731807113178935,0.0030932614906622673,6.20871345625282e-05,6.533216759987855e-05,6.403392160260848e-07,6.679865876254161e-07,2.6213916740040553,2.621184551956511,-0.00020712204754384442,-2.1690422440280805,-2.129131033908298,5.798705119301877,5.857426924260112,0.2190740187698054,0.27429271831955654,0.09588474603060326,1.0284707162861999e-05,1.7141178604769996e-06
0,2.0,-15.0,0.005,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s2__f8n.npz,2.0,2.5,250,0.002580049254783646,0.002896124526773293,0.0003160752719896468,2.2053838465930668e-06,4.6245155346738335e-06,4.451270310516579e-06,3.763021739903995e-06,-0.00047452330101988607,-0.0006863104690789262,0.0019373489841395138,0.0017091763532024237,1.980211483382258e-06,4.1534934747064974e-06,6.979492241701739e-07,8.4173793355766e-07,0.98272885231871,1.1127856068245454,0.13005675450583556,-0.035567244426885775,0.21419531224077853,5.976458261193329,6.062280051927951,0.0025806164242312126,0.039665894597728846,0.09370359420885964,1.7308831174681834e-06,2.8848051957803056e-07
0,2.0,-15.0,0.005,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s2__f8n.npz,2.5,3.0,250,0.0011540246361994432,0.0017881646599553537,0.0006341400237559105,6.593528954752488e-07,2.851194008370303e-06,6.724199654800085e-07,3.463388427429417e-07,0.0007990330662363052,0.0016632114191168816,0.0008100181428969873,0.0005641407631780113,2.0899054536257335e-08,8.49217836895119e-08,1.6290573657724362e-08,2.8084042063872652e-08,1.3204037331942673,1.2580512879728198,-0.06235244522144749,-0.8386988145323762,-0.5863719486218681,5.97136458182079,6.141593171724665,0.0009021028384160404,0.046536473797229694,0.17635779464505832,1.8657599901579872e-06,3.109599983596645e-07
0,2.0,-15.0,0.005,0.1,11,FAIL,results/franka_rotation_gain_public24/traces/s2__online__case_00__compact.npz,results/franka_budget_transfer/traces/public24__case00__s2__f8n.npz,3.0,3.5,250,0.0010567134039362565,0.001683455256088388,0.0006267418521521315,8.085563336729439e-07,2.8128801089466263e-06,3.0808688438560606e-07,2.1141490304993633e-08,0.0008787211642486807,0.0016650303198938311,0.000547485497061446,-6.188945773927086e-05,3.640544917438692e-08,4.0554142780871686e-08,8.346514892987419e-09,1.7311185325732642e-08,1.188711172915598,0.9047962017292277,-0.28391497118637016,-1.0449327569562392,-0.45996836562357857,5.97759743934232,6.276577232768697,0.0027057064771791356,0.02572941470409595,0.29991779123369056,1.71737838119307e-06,2.8622973019884497e-07
