epoch,train_action_mse,train_normal_mse,train_tangent1_mse,train_tangent2_mse,validation_action_mse,validation_normal_mse,validation_tangent1_mse,validation_tangent2_mse
1,0.12888205846939385,0.00043270741701329683,0.18589082232676873,0.20032264566439945,0.15849264174865735,0.0004004332017104827,0.25731040229746205,0.21776708974679954
2,0.037412793603291916,0.00016608514001957689,0.04072831396037531,0.07134398170948084,0.037266064834601625,0.0001417255602793965,0.03966636360784908,0.0719901053356764
3,0.017023137930520533,2.6342653294648057e-05,0.023965097399050908,0.02707797373921604,0.009443794315161291,1.538440514523872e-05,0.012436689161237175,0.01587930937910146
4,0.0148569694153357,2.2753387358540948e-05,0.020947043265787512,0.02360111159286105,0.0076720145681265315,1.4712426860290911e-05,0.008910778434177756,0.014090552843341549
5,0.014037955098639953,2.1233206838855144e-05,0.019405265614874198,0.022687366474206806,0.007116429380109357,1.6454076610021138e-05,0.00837614902391604,0.01295668503980201
6,0.013365459093987531,1.972534133412101e-05,0.018207891061082507,0.02186876087954597,0.0070970571199608975,1.551709957410271e-05,0.008042563776582088,0.013233090483726501
7,0.013331492408427964,1.8734926730539036e-05,0.017671135881757352,0.022304606416796,0.007056944237128923,1.5823714827192204e-05,0.00843846198972532,0.012716547006834259
8,0.012289239788392473,1.74673393483224e-05,0.016190491314665472,0.020659760711163624,0.007288540594922223,1.4475874034212168e-05,0.007614769881344607,0.01423637602938785
9,0.011826136602657343,1.6561222298811018e-05,0.015226304653445603,0.020235543932227623,0.0074330830253406584,1.385474186525356e-05,0.006902250406023943,0.015383143928132774
10,0.011433466196029212,1.5587506369637676e-05,0.01444703735949117,0.019837773722226826,0.007392970664078622,1.3566540171499597e-05,0.006568087265326652,0.015597258186737717
11,0.011101156852202006,1.4899652356953451e-05,0.013765751500923627,0.019522819403325436,0.007060262718314453,1.3591771280799652e-05,0.006412974194834339,0.014754222188828225
12,0.010775044574604056,1.4889864871274858e-05,0.012874650274600536,0.019435593584340355,0.008011610575254631,1.3521496835821363e-05,0.00663535919818453,0.017385951030743536
13,0.010434573837112633,1.4190839399564225e-05,0.012398893026241618,0.01889063764569672,0.007962849075405691,1.3915587687919362e-05,0.006949610898105426,0.01692502074042373
14,0.010075647577554503,1.3789694444053673e-05,0.011592209288962192,0.018620943749257258,0.007357818202769159,1.3953034505975927e-05,0.006048229984463873,0.01601127158933763
15,0.009946274622083513,1.3875296989862008e-05,0.011148408441911577,0.018676540127349105,0.008534127095408637,1.4811174120565662e-05,0.006625485338149999,0.018962084773955345
16,0.009591403125110457,1.3744140218683907e-05,0.010603998602419656,0.01815646663269303,0.007818151375107307,1.5073358925582345e-05,0.0064415868708246815,0.01699779389557166
17,0.009354353589226603,1.3962633075816787e-05,0.010103940533912704,0.017945157600691288,0.008221781680409681,1.4962368027378993e-05,0.006060775186335443,0.018589607486866222
18,0.009315238163998336,1.4695574214934034e-05,0.009860623011556087,0.018070395906223988,0.009024855730143439,1.6045618189570077e-05,0.00674260608651245,0.02031591548572829
19,0.008959080508059129,1.526073376721691e-05,0.009342372205167121,0.017519608585243054,0.007780324506386695,1.7941273222629776e-05,0.006117149127550149,0.01720588311838731
20,0.008808120393151573,1.6318221893497393e-05,0.009008305056928517,0.01739973790063271,0.007865369640814291,1.876349329020388e-05,0.006296773927176618,0.017280571501976053
21,0.00864983452772754,1.741656670451593e-05,0.008664719040804502,0.017267367975673607,0.007505763413293725,2.1750223849976434e-05,0.005850489066538501,0.016645050949492698
22,0.008541480521091832,1.8777690811125432e-05,0.008486769757496631,0.017118894114967732,0.0076006702692989,2.2804320773379166e-05,0.00567351467546338,0.017105691811659936
