case_index,rotation_gain_scale,max_force_n,surface_yaw_deg,trace_path,reference_trace,new_simulation,has_raw_contact,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s,max_penetration_mm,evaluation_median_penetration_mm,projection_pct,max_compensation_force_n,tangent_velocity_error_rms_m_s,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm,max_request_reconstruction_error_n,max_coefficient_transition_error,validated_cycles
7,1.0,6.0,-15.0,traces/case07__s1__f6n.npz,results/franka_rotation_gain_public24/traces/s1__online__case_07__compact.npz,True,True,0.20919250710513176,12.610598257013178,1.3856502478447041,100.0,0.0,0.570540565691371,0.2055852322325357,0.0,0.546,0.8490392960182682,0.7075843498366464,0.0,5.984360716642944,0.004300016768223126,6.126649951274542,4.926649951274543,9.930136612989092e-16,0.0,2250
7,1.0,8.0,-15.0,traces/case07__s1__f8n.npz,results/franka_budget_transfer/traces/public24__case07__s1__f8n.npz,True,True,0.21078378247274904,12.610598257013178,1.34705211748812,100.0,0.0,0.5740196936998543,0.2057915387053382,0.0,0.546,0.8490392960182682,0.7062954145627132,0.0,6.33875539281329,0.004500118125322177,6.126649951274542,4.926649951274543,1.9860273225978185e-15,0.0,2250
15,1.0,6.0,0.0,traces/case15__s1__f6n.npz,results/franka_rotation_gain_public24/traces/s1__online__case_15__compact.npz,True,True,0.15395519098776347,12.629880561091165,1.2992950336290494,100.0,0.0,0.46467288983664484,0.21440166414178008,0.0,0.5740000000000001,0.8491850282756688,0.7069107421448853,0.0,5.984360716642944,0.004146770952736657,6.05304487425264,4.853044874252641,0.0,0.0,2250
15,1.0,8.0,0.0,traces/case15__s1__f8n.npz,results/franka_budget_transfer/traces/public24__case15__s1__f8n.npz,True,True,0.15452035000188272,12.629880561091165,1.2848300669108186,100.0,0.0,0.4669602352078259,0.2145967527808562,0.0,0.5740000000000001,0.8491850282756688,0.706379502627398,0.0,6.2496451429662265,0.0043007018193957774,6.049669329235064,4.8496693292350646,0.0,0.0,2250
23,1.0,6.0,15.0,traces/case23__s1__f6n.npz,results/franka_rotation_gain_public24/traces/s1__online__case_23__compact.npz,True,True,0.16930520613961525,12.674039191187745,1.3664138393386482,100.0,0.0,0.4399293026503292,0.20930751287706215,0.0,0.544,0.8490273225311915,0.7055795026686476,0.0,5.984360762996737,0.0041824288240901565,5.865189787320448,4.665189787320449,1.2560739669470201e-15,5.551115123125783e-17,2250
23,1.0,8.0,15.0,traces/case23__s1__f8n.npz,results/franka_budget_transfer/traces/public24__case23__s1__f8n.npz,True,True,0.16971334212654207,12.674039191187745,1.3626841871345674,100.0,0.0,0.4425058128625003,0.20944419946054907,0.0,0.544,0.8490273225311915,0.7052977835207106,0.0,6.216134715968221,0.004476518167267335,5.861280055797076,4.661280055797077,2.5121479338940403e-15,5.551115123125783e-17,2250
23,2.0,6.0,15.0,traces/case23__s2__f6n.npz,results/franka_rotation_gain_public24/traces/s2__online__case_23__compact.npz,True,True,0.17945694384220617,12.666953384961898,1.4215684298752862,100.0,0.0,0.23933837686179704,0.2094442500424513,0.0,0.548,0.8482113310161674,0.7054102410334433,0.0,5.984360762996737,0.004691149632688309,5.866206127224305,4.666206127224306,1.2560739669470201e-15,0.0,2250
23,2.0,8.0,15.0,traces/case23__s2__f8n.npz,results/franka_budget_transfer/traces/public24__case23__s2__f8n.npz,True,True,0.1803545418686352,12.666953384961898,1.4223958968873918,100.0,0.0,0.24113276266773026,0.20956250641603819,0.0,0.548,0.8482113310161674,0.7052191643345772,0.0,6.205781526366652,0.0050480220005276666,5.8621976993168,4.662197699316801,1.9860273225978185e-15,0.0,2250
