epoch,train_action_mse,train_normal_mse,train_tangent1_mse,train_tangent2_mse,validation_action_mse,validation_normal_mse,validation_tangent1_mse,validation_tangent2_mse
1,0.060230520696169236,0.0016367941269905886,0.07657332881327704,0.10248143914824008,0.0744200013436084,0.0019294372005678017,0.11085285397239242,0.11047771285786495
2,0.006357998201283878,7.320802172911706e-05,0.008988928298093685,0.010011858284028834,0.005958193058598419,7.836538868789456e-05,0.009406835123006805,0.008389378664100562
3,0.005023821381989115,3.163411086810241e-05,0.007426316780077527,0.007613513255021718,0.004227153874283857,2.3521803061219785e-05,0.006580521954723588,0.006077417865066764
4,0.0044602044442467155,2.7946094776117476e-05,0.006517643709323833,0.006835023528640195,0.004186174308833797,1.9041620304341535e-05,0.006304647544282173,0.006234833761914877
5,0.004047265820570773,2.5335536918252023e-05,0.005859780264969992,0.006256681659824075,0.00388588207849075,2.0038492919794917e-05,0.00591168727013675,0.005725920472415705
6,0.0036944997127483603,2.3066912282459376e-05,0.005282553227558854,0.005777878998403768,0.00375146886656612,1.921943687165476e-05,0.005642189081305243,0.005592998081521464
7,0.0034513292560725325,2.1201367310840498e-05,0.004916014201881562,0.005416772199025198,0.0037951692930990313,2.1038223108408888e-05,0.00612902928548977,0.0052354403706989135
8,0.003142975416167564,1.9552997182998587e-05,0.004472346764956812,0.0049370264863628785,0.003748315577591423,1.977479988627074e-05,0.005899350492448343,0.0053258214404396575
9,0.002909654175294557,1.8606434202974832e-05,0.004066295615565572,0.004644060476115124,0.0034338574446384747,2.0043710172746657e-05,0.005382989467934158,0.004898539155808518
10,0.002701168715488065,1.7639502582243575e-05,0.0038215256398581306,0.004264341004023821,0.0035147638394866926,2.002706583189918e-05,0.005302982279195665,0.005221282173432511
11,0.0025344660341121037,1.728357823802401e-05,0.0036594233800555658,0.003926691144042722,0.0034345155592497164,2.001958046953775e-05,0.0052532622022702586,0.005030264895009353
12,0.0023816835981905113,1.6657893015235906e-05,0.003513525176642862,0.003614867724913435,0.003391679698790206,1.925078528479799e-05,0.005390521137437076,0.004765267173648744
13,0.002318943412124745,1.6107334211911415e-05,0.003408144133223813,0.0035325787689385085,0.0034384084750106866,1.914202290539134e-05,0.0052478517331276744,0.005048231668998994
14,0.0021736697446986526,1.5627163462446878e-05,0.0033851494209959196,0.0031202326496375912,0.003057337205290666,1.86610563418923e-05,0.0050924587046979,0.004060891854832205
15,0.002105710437322952,1.515845429086661e-05,0.003319112824572148,0.0029828600331058405,0.0031914243806670226,1.915282812966361e-05,0.0051361393845436275,0.004418980929327777
16,0.0019878947198964055,1.4364399849557205e-05,0.0032463166660630315,0.0027030030937766282,0.0030160093531519804,1.7467050015685353e-05,0.005204846029871955,0.003825714979568302
17,0.001947389567898081,1.328638563663938e-05,0.003217119103378292,0.002611763214679312,0.002909087087481703,1.656733921045813e-05,0.005106305902848486,0.0036043880203861646
18,0.001942553230510169,1.2304740975864267e-05,0.0032627030838815146,0.002552651866673128,0.0030730856002876995,1.5968894892230743e-05,0.0052989960866348,0.0039042918193360654
19,0.0018835476431544663,1.1472731050685578e-05,0.003267393761197767,0.002371776437214946,0.0028592013319568964,1.5050966871118555e-05,0.005090104271853557,0.003472448757146013
20,0.0018481817960315028,1.028914145254088e-05,0.0032330360327919457,0.0023012202138500215,0.002906625083128753,1.4959444174217559e-05,0.005463294014563653,0.003241621790648389
21,0.0017800337234905312,9.294295383304804e-06,0.0030978716057134823,0.002232935269374807,0.0028057997289839035,1.310957257102889e-05,0.005200646261098564,0.0032036433532821175
22,0.0017593806519401582,8.582244944083222e-06,0.0030901130989578842,0.0021794466119185074,0.0027413617802738,1.2805748627440834e-05,0.00512701641942596,0.0030842631727680003
23,0.0017341453417341615,8.119268809050185e-06,0.0030436381321174827,0.002150678624275952,0.0027504165377809663,1.3411547330749914e-05,0.005123289388150228,0.0031145486778619215
24,0.001712251113259591,7.3045376833886735e-06,0.0030143197879440994,0.0021151290141512855,0.0027669494651680914,1.2160047978211895e-05,0.005153498230315869,0.003135190117210192
