rotation_gain_scale,max_force_n,row_origin,trace_path,case_index,wall_yaw_deg,wall_time_constant_s,tool_mass_kg,simulation_seed,has_raw_contact,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s,max_penetration_mm,evaluation_median_penetration_mm,projection_pct,max_compensation_force_n,tangent_velocity_error_rms_m_s,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm
1.0,6.0,pinned_reference,results/franka_rotation_gain_public24/traces/s1__online__case_16__compact.npz,16,15.0,0.005,0.1,11,True,0.17440956421267975,12.65924137253659,1.3515598212032085,100.0,0.0,0.4392309140031574,0.2032637607035252,0.0,0.544,0.7896328860047055,0.6566503525117072,0.0,5.984360762996737,0.004069872893288871,5.912788519307575,4.712788519307575
1.0,8.0,executed,traces/public24__case16__s1__f8n.npz,16,15.0,0.005,0.1,11,True,0.1749063360921682,12.65924137253659,1.3463961753928695,100.0,0.0,0.4419746222082107,0.20352469517005617,0.0,0.544,0.7896328860047055,0.6563380066534168,0.0,6.205263904967953,0.004354119255237605,5.911045814304684,4.7110458143046845
2.0,6.0,pinned_reference,results/franka_rotation_gain_public24/traces/s2__online__case_16__compact.npz,16,15.0,0.005,0.1,11,True,0.18300240246481567,12.652065967202299,1.4053053618682563,100.0,0.0,0.23884480324160165,0.2032533402641488,0.0,0.546,0.7888893134163216,0.6563091818171212,0.0,5.984360762996737,0.0045719071027280804,5.91346594117744,4.713465941177441
2.0,8.0,executed,traces/public24__case16__s2__f8n.npz,16,15.0,0.005,0.1,11,True,0.18397383914579182,12.652065967202299,1.4041405652217842,100.0,0.0,0.24067793957745118,0.2034729852551407,0.0,0.546,0.7888893134163216,0.6562480801644843,0.0,6.194460502434888,0.004913236306915481,5.911621574739567,4.711621574739568
1.0,6.0,pinned_reference,results/franka_rotation_gain_public24/traces/s1__online__case_17__compact.npz,17,15.0,0.005,0.1,29,True,0.167575996849988,12.63410237735084,1.3423406440601688,100.0,0.0,0.4396310513657516,0.2089598094450693,0.0,0.544,0.7894180896112282,0.6564828831123124,0.0,5.984360762996737,0.004133434358639255,5.910902351731913,4.710902351731914
1.0,8.0,executed,traces/public24__case17__s1__f8n.npz,17,15.0,0.005,0.1,29,True,0.16799805106179072,12.63410237735084,1.3373401053903131,100.0,0.0,0.4421748483598995,0.2091076829141408,0.0,0.544,0.7894180896112282,0.6562144853978561,0.0,6.213673121742444,0.00442397122810753,5.907004442506523,4.707004442506523
2.0,6.0,pinned_reference,results/franka_rotation_gain_public24/traces/s2__online__case_17__compact.npz,17,15.0,0.005,0.1,29,True,0.17792393548749935,12.629022589436339,1.3981566719711305,100.0,0.0,0.23913107423530697,0.20907983052498272,0.0,0.546,0.7886747720973996,0.6563508549766138,0.0,5.984360762996737,0.004645523586741214,5.911672679923679,4.71167267992368
2.0,8.0,executed,traces/public24__case17__s2__f8n.npz,17,15.0,0.005,0.1,29,True,0.1788077781307816,12.629022589436339,1.3977601017735626,100.0,0.0,0.24087662362506837,0.20920693612550637,0.0,0.546,0.7886747720973996,0.6561700159803431,0.0,6.203256117109474,0.004990634575485888,5.907684668415055,4.707684668415055
1.0,6.0,pinned_reference,results/franka_rotation_gain_public24/traces/s1__online__case_18__compact.npz,18,15.0,0.005,0.13,11,True,0.17480653183699538,12.660215432445323,1.3581684708127841,100.0,0.0,0.4393075147377201,0.2032283107794383,0.0,0.544,0.7880697485673077,0.6544354938654782,0.0,5.984360762996737,0.004093338674548032,5.868130334754174,4.668130334754174
1.0,8.0,executed,traces/public24__case18__s1__f8n.npz,18,15.0,0.005,0.13,11,True,0.17530251933413218,12.660215432445323,1.3530277633179386,100.0,0.0,0.44207913873167876,0.20348446589535762,0.0,0.544,0.7880697485673077,0.6541366014451329,0.0,6.20672667481888,0.004382525651780032,5.8663684330993355,4.666368433099336
