rotation_gain_scale,max_force_n,row_origin,trace_path,surface_yaw_deg,variant,case,simulation_seed,arm,window,window_start_s,window_end_s,dt_s,sample_count,moving_sample_count,undefined_direction_sample_count,controller_yaw_error_deg,tangent_rmse_mm,tangent_velocity_error_rms_m_s,tangent_p95_error_mm,window_peak_tangent_error_mm,tangent_error_above_threshold_fraction,tangent_error_above_threshold_pct,tangent_threshold_mm,moving_tangent_rmse_mm,along_track_rmse_mm,cross_track_rmse_mm,along_track_mean_mm,rolling_window_s,rolling_window_samples,rolling_window_count,rolling_window_pass_pct,first_qualifying_window_start_s,longest_qualifying_run_window_count,longest_qualifying_run_start_span_s,update_ready_after_compute_pct,coefficient_before_compute_min,coefficient_before_compute_max,coefficient_after_compute_min,coefficient_after_compute_max,coefficient_rate_max_abs_per_s,coefficient_rate_mean_per_s,coefficient_rate_nonzero_pct,window_peak_requested_tangential_force_n,requested_tangential_force_mean_n,window_peak_requested_force_true_normal_component_n,requested_force_true_normal_component_mean_abs_n,window_peak_true_normal_force_n,normal_force_error_rms_n,normal_force_error_mean_n,measured_minus_true_normal_force_mean_n,contact_ratio_pct,contact_force_floor_n,contact_blend_min,contact_blend_full_pct,orientation_error_rms_deg,window_peak_orientation_error_deg,torque_projection_scale_min,torque_projection_pct,actuator_clipped_pct,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm,torque_reserve_fraction_each_side,compensation_active_pct,amplitude_capped_pct,slew_limited_pct,window_peak_corrected_force_n,corrected_force_mean_n
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__combined__seed_11__online__s1__f6n__diagnostic.npz,15.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,4.059466499671371,0.004132924378978288,4.330244350789402,4.338757270406675,1.0,100.0,3.0,4.059466499671371,4.00889432770859,0.6387758066959255,-4.001623688816045,0.25,125,876,0.0,,0,0.0,100.0,0.5107687596170797,0.5107687596170797,0.5107687596170797,0.5107687596170797,0.0,0.0,0.0,5.984317976910445,5.980276415436067,0.3131950037834474,0.2574466402349282,11.828149804524852,0.4065242701178752,-0.38783413099667824,0.6253773061343684,100.0,0.5,1.0,100.0,0.3685381411716389,0.48957824860259364,1.0,0.0,0.0,5.622490524736863,4.4224905247368635,0.05,100.0,100.0,0.0,12.227319051468502,12.03807069060539
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__combined__seed_11__online__s1__f8n__diagnostic.npz,15.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.2640303047829278,0.002633473414366785,1.93898688830568,2.956581735028438,0.0,0.0,3.0,1.2640303047829278,0.9489390672916692,0.8350372793937035,-0.6705907838668563,0.25,125,1876,100.0,0.0,1876,3.75,100.0,0.5273625078266438,0.6671152918259303,0.5275728725550789,0.6671152918259303,0.16751751890958788,0.03430723260328428,76.14999999999999,7.979090635880593,7.2178230437419195,0.41759333837792967,0.29301078425084454,11.811942734896029,0.8005969789974078,-0.7145099384093553,0.8971671962605969,100.0,0.5,1.0,100.0,0.45065028550050656,0.8196554582217601,1.0,0.0,0.0,5.641899403411826,4.441899403411827,0.05,100.0,29.299999999999997,0.0,12.371300280586544,11.983184773318943
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__combined__seed_11__online__s1__f8n__diagnostic.npz,15.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,1.8796537334031664,0.004873552285858665,2.8266991859116626,2.956581735028438,0.0,0.0,3.0,1.8796537334031664,1.6965391148208326,0.8092299978247269,-1.6046922221212854,0.25,125,126,100.0,0.0,126,0.25,100.0,0.5273625078266438,0.5598175858639486,0.5275728725550789,0.5598827205028967,0.16751751890958788,0.06504042535250565,100.0,6.729335611431227,6.632378704116384,0.35026956692819355,0.32974515907817104,11.32452765568002,0.945440446718937,-0.9378040120454126,1.2641644030391208,100.0,0.5,1.0,100.0,0.7684822339843628,0.8196554582217601,1.0,0.0,0.0,7.452780411017595,6.2527804110175955,0.05,100.0,0.0,0.0,12.371300280586544,12.126887906461409
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__combined__seed_11__online__s1__f8n__diagnostic.npz,15.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.0706723366572368,0.00205953006654924,1.888301245634166,1.9377652025053071,0.0,0.0,3.0,1.0706723366572368,0.7844795187238549,0.7286502159375622,-0.4442370131442649,0.25,125,876,100.0,0.0,876,1.75,100.0,0.5930525796756365,0.6671152918259303,0.5932341816091493,0.6671152918259303,0.14753615014434507,0.035769429282072225,52.300000000000004,7.979090635880593,7.8035465210886885,0.41759333837792967,0.33768908896366534,11.811942734896029,0.40151464569888373,-0.38239520941790456,0.625017962645808,100.0,0.5,1.0,100.0,0.3941547799905581,0.5476487425216118,1.0,0.0,0.0,5.641899403411826,4.441899403411827,0.05,100.0,58.599999999999994,0.0,12.233474642638287,12.043150268695605
2.0,6.0,executed,traces/dynamic__yaw15__combined__s2__f6n.npz,15.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,3.308639070527286,0.00402270694634556,4.310694838381821,4.334728323443749,0.5835,58.35,3.0,3.308639070527286,3.242159307764572,0.6599208453255722,-3.0747840142297957,0.25,125,1876,44.24307036247335,0.09600000000000009,830,1.6580000000000001,100.0,0.48927919454960467,0.5101763063835753,0.48927919454960467,0.5101763063835753,0.20469561406100123,0.005224277958492645,4.3,5.984317976910445,5.9793516269020035,0.3131950037834474,0.24109225387950112,11.83050539832796,0.8070796010845682,-0.7200667962093064,0.8987148583414328,100.0,0.5,1.0,100.0,0.2220417901636022,0.454979122215188,1.0,0.0,0.0,5.627361165023302,4.427361165023303,0.05,100.0,95.7,0.0,12.327005216680668,11.979218328407821
2.0,6.0,executed,traces/dynamic__yaw15__combined__s2__f6n.npz,15.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.9424920388412703,0.004701466952264966,3.5993494837587012,3.6602781552467203,0.432,43.2,3.0,2.9424920388412703,2.7478406185165953,1.0524406557495722,-2.7216201260292423,0.25,125,126,61.904761904761905,0.09600000000000009,78,0.154,100.0,0.48927919454960467,0.5045527074535582,0.48927919454960467,0.5045527074535582,0.20469561406100123,0.03054702580790702,20.8,5.984286635324408,5.981409662223786,0.3128383104121798,0.29727930431830457,11.271326719463456,0.9994687192356293,-0.9933389258726256,1.2613679140186562,100.0,0.5,1.0,100.0,0.39424773168629423,0.454979122215188,1.0,0.0,0.0,7.471972100070428,6.271972100070428,0.05,100.0,79.2,0.0,12.327005216680668,12.068599254421725
2.0,6.0,executed,traces/dynamic__yaw15__combined__s2__f6n.npz,15.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,4.055042414713551,0.004161073930793604,4.325288456882349,4.334728323443749,1.0,100.0,3.0,4.055042414713551,4.007731280679665,0.6176236451008318,-4.000926507171062,0.25,125,876,0.0,,0,0.0,100.0,0.5101763063835753,0.5101763063835753,0.5101763063835753,0.5101763063835753,0.0,0.0,0.0,5.984317976910445,5.980276415436067,0.3131950037834474,0.2574466402349282,11.83050539832796,0.40330316847508996,-0.3833929648282953,0.6252339297282872,100.0,0.5,1.0,100.0,0.1876542341127617,0.2496753891196054,1.0,0.0,0.0,5.627361165023302,4.427361165023303,0.05,100.0,100.0,0.0,12.226213701036901,12.042411231175688
2.0,8.0,executed,traces/dynamic__yaw15__combined__s2__f8n.npz,15.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.2666459091890465,0.0027522781802828324,1.9290594948046922,3.1227479526943833,0.005,0.5,3.0,1.2666459091890465,0.9366763428311508,0.8526601245782562,-0.6625361100378464,0.25,125,1876,100.0,0.0,1876,3.75,100.0,0.5299464171105647,0.6663626267718096,0.5301691783202302,0.6663626267718096,0.1722609015958887,0.03357688478337825,75.4,7.979090635880593,7.214443852876331,0.41759333837792967,0.2927562428832297,11.813807832113381,0.8063364435884268,-0.7172342802055478,0.8968328732332849,100.0,0.5,1.0,100.0,0.23296853413952717,0.4895461413694625,1.0,0.0,0.0,5.647185642193477,4.447185642193478,0.05,100.0,29.5,0.0,12.367648951852601,11.980168859303435
2.0,8.0,executed,traces/dynamic__yaw15__combined__s2__f8n.npz,15.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,1.8508295767975658,0.005469416129911715,2.964684893591689,3.1227479526943833,0.04,4.0,3.0,1.8508295767975658,1.652217449489778,0.8341148733538739,-1.5177599703508562,0.25,125,126,100.0,0.0,126,0.25,100.0,0.5299464171105647,0.5587871548045004,0.5301691783202302,0.5588023013621772,0.1722609015958887,0.05771176850322513,100.0,6.683600473808341,6.614977382134195,0.34787841025580335,0.328825539246271,11.307682583927456,1.009805211307438,-1.0011153937693467,1.2648639673793836,100.0,0.5,1.0,100.0,0.41072004843136883,0.4895461413694625,1.0,0.0,0.0,7.456457359688203,6.256457359688204,0.05,100.0,0.0,0.0,12.367648951852601,12.06431883988573
2.0,8.0,executed,traces/dynamic__yaw15__combined__s2__f8n.npz,15.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.0764891926595335,0.0020583184217834046,1.8774723282397376,1.9280247010736316,0.0,0.0,3.0,1.0764891926595335,0.7749921838016129,0.7471386062566846,-0.4413594946040523,0.25,125,876,100.0,0.0,876,1.75,100.0,0.5933545368026715,0.6663626267718096,0.5935351038017425,0.6663626267718096,0.14696786960194386,0.035449709720703104,50.8,7.979090635880593,7.804829202604916,0.41759333837792967,0.33773556081154804,11.813807832113381,0.39636219300625286,-0.37657659041417524,0.6247882305435237,100.0,0.5,1.0,100.0,0.20114003348844262,0.27949276328690886,1.0,0.0,0.0,5.647185642193477,4.447185642193478,0.05,100.0,59.0,0.0,12.233500442678645,12.048781906405045
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__no_bias__seed_11__online__s1__f6n__diagnostic.npz,15.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,4.183927734058911,0.005016281865020572,5.310717348387993,5.321250784160612,0.7395,73.95,3.0,4.183927734058911,4.084091918576485,0.90853975391591,-3.941216888426643,0.25,125,1876,27.452025586353944,0.484,515,1.028,100.0,0.49668316916959865,0.511493616006343,0.49668316916959865,0.511493616006343,0.21657429963381492,0.0037026117091860937,2.35,5.984317976910445,5.979506318920494,0.3131950037834474,0.2410999218326225,12.603163812446335,0.3834991933778107,0.02287983417828542,0.14890658061885395,100.0,0.5,1.0,100.0,0.42158420447864947,0.7624391113937977,1.0,0.0,0.0,5.352592768625452,4.1525927686254525,0.05,100.0,97.65,0.0,12.291256675735859,11.972313930264837
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__no_bias__seed_11__online__s1__f6n__diagnostic.npz,15.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,3.796649973053417,0.005046000604674512,4.229687512802173,4.257023852644708,1.0,100.0,3.0,3.796649973053417,3.551185213202947,1.3429946386398017,-3.542222193758435,0.25,125,126,0.0,,0,0.0,100.0,0.49668316916959865,0.5035411454356,0.49668316916959865,0.5035411454356,0.21657429963381492,0.01371595253200275,7.199999999999999,5.984286635324408,5.982330156073245,0.3128383104121798,0.2973241973432021,11.984593136184522,0.2608223109633534,-0.241993399547474,0.529101512489352,100.0,0.5,1.0,100.0,0.7265821870033482,0.7624391113937977,1.0,0.0,0.0,7.350513330052086,6.150513330052087,0.05,100.0,92.80000000000001,0.0,12.291256675735859,12.087635628409577
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__no_bias__seed_11__online__s1__f6n__diagnostic.npz,15.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,5.031296997836905,0.005288829559632005,5.3160060069096655,5.321250784160612,1.0,100.0,3.0,5.031296997836905,4.922853381195666,1.0389726019934584,-4.915573847048614,0.25,125,876,0.0,,0,0.0,100.0,0.511493616006343,0.511493616006343,0.511493616006343,0.511493616006343,0.0,0.0,0.0,5.984317976910445,5.980276415436067,0.3131950037834474,0.2574466402349282,12.603163812446335,0.39894857680079115,0.3773846118241945,-0.14286235862791005,100.0,0.5,1.0,100.0,0.35907391039560105,0.4697611785901673,1.0,0.0,0.0,5.352592768625452,4.1525927686254525,0.05,100.0,100.0,0.0,12.226143252896891,12.035049768663983
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__no_bias__seed_11__online__s1__f8n__diagnostic.npz,15.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.466833908186656,0.0027127655996522456,2.2690286103204333,3.4605731814499876,0.0185,1.8499999999999999,3.0,1.466833908186656,1.2310605237750885,0.797553572500772,-1.110113465116755,0.25,125,1876,100.0,0.0,1876,3.75,98.75,0.5465285266740122,0.6716853564729908,0.5467897535359203,0.6716853564729908,0.1920714798711587,0.031289207449744644,59.099999999999994,7.979090635880593,7.450273142951005,0.41759333837792967,0.3012747827574166,12.584828269955192,0.38816535055150886,0.02840444434686529,0.1444541526443769,100.0,0.5,1.0,100.0,0.4419171573674762,0.8197939331862931,1.0,0.0,0.0,5.3751710418699155,4.175171041869916,0.05,100.0,39.65,0.05,12.336971021044077,11.973386112458941
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__no_bias__seed_11__online__s1__f8n__diagnostic.npz,15.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.219611635411225,0.0054776266324693505,3.3061773939691284,3.4605731814499876,0.148,14.799999999999999,3.0,2.219611635411225,1.9758401062726942,1.0113019759187665,-1.873933358035232,0.25,125,126,100.0,0.0,126,0.25,100.0,0.5465285266740122,0.5871428945507318,0.5467897535359203,0.587229545151379,0.1920714798711587,0.08140203695473369,100.0,7.031645279050672,6.900331024641243,0.3664732895578242,0.34311846346230584,12.024146277915547,0.27006020202170206,-0.24206817360501331,0.533568327961259,100.0,0.5,1.0,100.0,0.7671261576550793,0.8197939331862931,1.0,0.0,0.0,7.322966770625936,6.122966770625936,0.05,100.0,0.0,0.0,12.336971021044077,12.092027669823946
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__no_bias__seed_11__online__s1__f8n__diagnostic.npz,15.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.3516618229754005,0.0016733625786691287,1.962898382183713,2.0082393743588933,0.0,0.0,3.0,1.3516618229754005,1.2235591712355465,0.5743628105775699,-1.189772634541698,0.25,125,876,100.0,0.0,876,1.75,97.5,0.629022041959425,0.6716853564729908,0.6292152314351425,0.6716853564729908,0.16082276207524115,0.021331657256782873,18.2,7.979090635880593,7.922171627694912,0.41759333837792967,0.3418764016430732,12.584828269955192,0.4064710742356814,0.38681613344334803,-0.14573549643495204,100.0,0.5,1.0,100.0,0.379288737929121,0.5243382353610954,1.0,0.0,0.0,5.3751710418699155,4.175171041869916,0.05,100.0,79.3,0.1,12.23129937674962,12.041608152476096
2.0,6.0,executed,traces/dynamic__yaw15__no_bias__s2__f6n.npz,15.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,4.172618096479189,0.0050361997720045895,5.30283687841079,5.3178297102037995,0.7225,72.25,3.0,4.172618096479189,4.074410535234677,0.8999558708260529,-3.9281039510626545,0.25,125,1876,29.26439232409382,0.40000000000000036,549,1.096,100.0,0.4934419504781119,0.5108114845163836,0.4934419504781119,0.5108114845163836,0.23986128489139613,0.004342383509567921,2.5,5.984317976910445,5.979485791989528,0.3131950037834474,0.24109898037113758,12.605500554695887,0.39015831129512013,0.020300689758703812,0.1485948370612958,100.0,0.5,1.0,100.0,0.21740342563970935,0.4488948795530587,1.0,0.0,0.0,5.35753726353977,4.157537263539771,0.05,100.0,97.5,0.0,12.28431664488004,11.969465793095695
2.0,6.0,executed,traces/dynamic__yaw15__no_bias__s2__f6n.npz,15.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,3.758701233567114,0.005309736591741998,4.410848434865643,4.466763648043843,1.0,100.0,3.0,3.758701233567114,3.500358914729208,1.3694241239640517,-3.4805784518828298,0.25,125,126,0.0,,0,0.0,100.0,0.4934419504781119,0.5061951545497725,0.4934419504781119,0.5061951545497725,0.23986128489139613,0.025506408143321172,13.200000000000001,5.984286635324408,5.981930166946093,0.3128383104121798,0.2973047343534342,11.965157347405281,0.3135673031958314,-0.2945901164926728,0.5296986621079466,100.0,0.5,1.0,100.0,0.3908547703831515,0.4488948795530587,1.0,0.0,0.0,7.351036232615887,6.151036232615888,0.05,100.0,86.8,0.0,12.28431664488004,12.035678811890968
2.0,6.0,executed,traces/dynamic__yaw15__no_bias__s2__f6n.npz,15.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,5.02602851314976,0.005313892970836732,5.3084075315159,5.3178297102037995,1.0,100.0,3.0,5.02602851314976,4.920930721618647,1.0224497288493775,-4.913956156299019,0.25,125,876,0.0,,0,0.0,100.0,0.5108114845163836,0.5108114845163836,0.5108114845163836,0.5108114845163836,0.0,0.0,0.0,5.984317976910445,5.980276415436067,0.3131950037834474,0.2574466402349282,12.605500554695887,0.40402756307791204,0.3812911557148425,-0.14303449400817003,100.0,0.5,1.0,100.0,0.18355421573370762,0.2412092123463653,1.0,0.0,0.0,5.35753726353977,4.157537263539771,0.05,100.0,100.0,0.0,12.224747458401952,12.038826927982369
2.0,8.0,executed,traces/dynamic__yaw15__no_bias__s2__f8n.npz,15.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.4656739601128856,0.00285690061638722,2.2075538031170296,3.6481565368867934,0.022,2.1999999999999997,3.0,1.4656739601128856,1.2218298331909134,0.8095257970427218,-1.102664864359025,0.25,125,1876,100.0,0.0,1876,3.75,98.75,0.5489245344661517,0.6715378467878945,0.5492007224820329,0.6715378467878945,0.19799746092696857,0.030653328080435693,59.050000000000004,7.979090635880593,7.446036586099852,0.41759333837792967,0.30098430665677267,12.58843280964967,0.3958529075558215,0.025334413423259237,0.14414389256202573,100.0,0.5,1.0,100.0,0.22860878431346782,0.49481233665122804,1.0,0.0,0.0,5.380273587439583,4.180273587439584,0.05,100.0,39.7,0.05,12.337995122001155,11.97004857226098
2.0,8.0,executed,traces/dynamic__yaw15__no_bias__s2__f8n.npz,15.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.1987334546421087,0.0061227648881744265,3.4648241117159193,3.6481565368867934,0.176,17.599999999999998,3.0,2.1987334546421087,1.9385530823957549,1.037516626997534,-1.7932569993129774,0.25,125,126,100.0,0.0,126,0.25,100.0,0.5489245344661517,0.5860514923605118,0.5492007224820329,0.5861216552300414,0.19799746092696857,0.0743942415277794,100.0,6.982456415373278,6.880023769757497,0.36386468359125695,0.342051964042973,12.010925674397285,0.33442404166809864,-0.3066505221004755,0.5345037481448649,100.0,0.5,1.0,100.0,0.41219594044056757,0.49481233665122804,1.0,0.0,0.0,7.326517355400394,6.126517355400395,0.05,100.0,0.0,0.0,12.337995122001155,12.028423492320083
2.0,8.0,executed,traces/dynamic__yaw15__no_bias__s2__f8n.npz,15.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.3502660394568606,0.0016789230934941496,1.9527165902615329,1.9982766291128753,0.0,0.0,3.0,1.3502660394568606,1.2183035188218883,0.5821983453572513,-1.1872699921994467,0.25,125,876,100.0,0.0,876,1.75,97.5,0.629211254765659,0.6715378467878945,0.6294034014589521,0.6715378467878945,0.1601424190213474,0.02116329601111777,18.099999999999998,7.979090635880593,7.922548199929512,0.41759333837792967,0.3418851312306524,12.58843280964967,0.41204233415196845,0.39216468834215384,-0.14597790657811396,100.0,0.5,1.0,100.0,0.19333844244306295,0.26693842926640976,1.0,0.0,0.0,5.380273587439583,4.180273587439584,0.05,100.0,79.4,0.1,12.2316046026204,12.046757048039735
