rotation_gain_scale,max_force_n,row_origin,trace_path,surface_yaw_deg,variant,case,simulation_seed,arm,window,window_start_s,window_end_s,dt_s,sample_count,moving_sample_count,undefined_direction_sample_count,controller_yaw_error_deg,tangent_rmse_mm,tangent_velocity_error_rms_m_s,tangent_p95_error_mm,window_peak_tangent_error_mm,tangent_error_above_threshold_fraction,tangent_error_above_threshold_pct,tangent_threshold_mm,moving_tangent_rmse_mm,along_track_rmse_mm,cross_track_rmse_mm,along_track_mean_mm,rolling_window_s,rolling_window_samples,rolling_window_count,rolling_window_pass_pct,first_qualifying_window_start_s,longest_qualifying_run_window_count,longest_qualifying_run_start_span_s,update_ready_after_compute_pct,coefficient_before_compute_min,coefficient_before_compute_max,coefficient_after_compute_min,coefficient_after_compute_max,coefficient_rate_max_abs_per_s,coefficient_rate_mean_per_s,coefficient_rate_nonzero_pct,window_peak_requested_tangential_force_n,requested_tangential_force_mean_n,window_peak_requested_force_true_normal_component_n,requested_force_true_normal_component_mean_abs_n,window_peak_true_normal_force_n,normal_force_error_rms_n,normal_force_error_mean_n,measured_minus_true_normal_force_mean_n,contact_ratio_pct,contact_force_floor_n,contact_blend_min,contact_blend_full_pct,orientation_error_rms_deg,window_peak_orientation_error_deg,torque_projection_scale_min,torque_projection_pct,actuator_clipped_pct,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm,torque_reserve_fraction_each_side,compensation_active_pct,amplitude_capped_pct,slew_limited_pct,window_peak_corrected_force_n,corrected_force_mean_n
2.0,6.0,executed,traces/dynamic__yaw-15__no_bias__s2__f6n.npz,-15.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,5.0637210078295505,0.0055609483138835125,5.246481126326574,5.257198048392166,1.0,100.0,3.0,5.0637210078295505,4.977744080522109,0.9291578520151531,-4.973167097164575,0.25,125,876,0.0,,0,0.0,100.0,0.5112895011426583,0.5112895011426583,0.5112895011426583,0.5112895011426583,0.0,0.0,0.0,5.984317976910445,5.980276415436067,0.313195003783447,0.2574466402349278,12.577648319857067,0.4266859005946237,0.42032088752661917,-0.13309728322393896,100.0,0.5,1.0,100.0,0.1364091813574127,0.19778532151880426,1.0,0.0,0.0,5.7479733143891085,4.547973314389109,0.05,100.0,100.0,0.0,12.202478965587904,12.074716119125586
2.0,8.0,executed,traces/dynamic__yaw-15__no_bias__s2__f8n.npz,-15.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.4484195471846621,0.002773410934574433,1.8794147361297324,3.2905522288549878,0.009,0.8999999999999999,3.0,1.4484195471846621,1.1794903143776354,0.8406674627675139,-1.124100627800605,0.25,125,1876,100.0,0.0,1876,3.75,98.75,0.545401346950576,0.668937353209919,0.5456285019565346,0.668937353209919,0.17357855752481166,0.030884001564835756,59.25,7.979090635880592,7.467457586176779,0.41759333837792934,0.30071009848178276,12.575124610569178,0.3934310801832273,0.08228589961321074,0.14881821937603448,100.0,0.5,1.0,100.0,0.15669308098496285,0.2151830138313891,1.0,0.0,0.0,5.472113496259528,4.272113496259529,0.05,100.0,39.5,0.05,12.218692446745065,12.018596633812152
2.0,8.0,executed,traces/dynamic__yaw-15__no_bias__s2__f8n.npz,-15.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,1.9416795563493987,0.005692162765136077,3.0819231271266814,3.2905522288549878,0.072,7.199999999999999,3.0,1.9416795563493987,1.6566850164050542,1.0126767776364693,-1.5681366335787368,0.25,125,126,100.0,0.0,126,0.25,100.0,0.545401346950576,0.5776386423679591,0.5456285019565346,0.5777271752774608,0.17357855752481166,0.0646516566537696,100.0,6.84993868147125,6.677020848076079,0.3580916781106578,0.33202977639889925,11.694825448306393,0.4727028417332981,-0.4692190414214761,0.5217925196147106,100.0,0.5,1.0,100.0,0.169010823832866,0.2151830138313891,1.0,0.0,0.0,6.375914340046352,5.1759143400463525,0.05,100.0,0.0,0.0,11.981165339433925,11.840065993016141
2.0,8.0,executed,traces/dynamic__yaw-15__no_bias__s2__f8n.npz,-15.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.3949317324215322,0.0017055959401211312,1.7469535408957382,1.7974466351126084,0.0,0.0,3.0,1.3949317324215322,1.200866981129884,0.7097556141014568,-1.1928540426607537,0.25,125,876,100.0,0.0,876,1.75,97.5,0.6314703681698918,0.668937353209919,0.6316326523416679,0.668937353209919,0.1405752490770129,0.01873349252001361,18.5,7.979090635880592,7.9444379573818935,0.41759333837792934,0.34250380821579085,12.575124610569178,0.4318638497565941,0.42530377707428985,-0.13619768675068583,100.0,0.5,1.0,100.0,0.1450871869883254,0.20941375970542495,1.0,0.0,0.0,5.81826947307692,4.6182694730769205,0.05,100.0,79.0,0.1,12.218692446745065,12.076598605146511
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__combined__seed_11__online__s1__f6n__diagnostic.npz,0.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,3.2627450602066217,0.003970305738081095,4.1985206147442575,4.216520407448317,0.5505,55.05,3.0,3.2627450602066217,3.2057240120841217,0.6073210734446798,-3.043318564783634,0.25,125,1876,45.84221748400853,0.0,860,1.718,100.0,0.4944159591229926,0.5081804198166346,0.4944159591229926,0.5081804198166346,0.16986752261999305,0.0034411151734105166,3.1,5.984317976910444,5.979374112351023,0.3131950037834472,0.24109322921316495,11.804754020550963,0.7766313298039496,-0.6927846448873356,0.9086417742585009,100.0,0.5,1.0,100.0,0.3132481134901148,0.5449505390295637,1.0,0.0,0.0,5.669874138200312,4.469874138200312,0.05,100.0,96.89999999999999,0.0,12.210002301193347,12.002408191950975
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__combined__seed_11__online__s1__f6n__diagnostic.npz,0.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.5452396439981047,0.004210903397866696,3.0632755161219434,3.1292344429295933,0.096,9.6,3.0,2.5452396439981047,2.3318615397798164,1.0201306801950938,-2.318559425920119,0.25,125,126,100.0,0.0,126,0.25,100.0,0.4944159591229926,0.5051976782162306,0.4944159591229926,0.5051976782162306,0.16986752261999305,0.021563438186476103,17.599999999999998,5.984286635324408,5.981456810328519,0.3128383104121796,0.29728153618356795,11.184091950090787,1.041533107542928,-1.0378572424111772,1.2661477559547156,100.0,0.5,1.0,100.0,0.5069713413247049,0.5449505390295637,1.0,0.0,0.0,6.925230944293054,5.725230944293055,0.05,100.0,82.39999999999999,0.0,12.210002301193347,12.014841576123349
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__combined__seed_11__online__s1__f6n__diagnostic.npz,0.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,4.021692112096542,0.00423856173859657,4.206377385215966,4.216520407448317,1.0,100.0,3.0,4.021692112096542,3.9820743980466324,0.5631082781500273,-3.978222366629088,0.25,125,876,0.0,,0,0.0,100.0,0.5081804198166346,0.5081804198166346,0.5081804198166346,0.5081804198166346,0.0,0.0,0.0,5.984317976910444,5.980276415436066,0.3131950037834472,0.2574466402349281,11.804754020550963,0.3748189525717711,-0.3663405465430793,0.6371386715400958,100.0,0.5,1.0,100.0,0.25735479705763387,0.3441173341867765,1.0,0.0,0.0,5.7357605491760975,4.535760549176098,0.05,100.0,100.0,0.0,12.169997000292058,12.057349187576827
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__combined__seed_11__online__s1__f8n__diagnostic.npz,0.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.2232721525844001,0.00257222266217392,1.7919482954203918,2.7702047055677324,0.0,0.0,3.0,1.2232721525844001,0.8808063372182395,0.8488668656536552,-0.6600540365236223,0.25,125,1876,100.0,0.0,1876,3.75,100.0,0.524452245498607,0.6657917745640765,0.5246288182453694,0.6657917745640765,0.15204048147321458,0.03501895211331308,78.05,7.979090635880593,7.204688988337369,0.4175933383779296,0.2917485193526418,11.790284377009536,0.7738456094839845,-0.6891244072535833,0.9064561029032948,100.0,0.5,1.0,100.0,0.3304369960238611,0.5765802340696243,1.0,0.0,0.0,5.677792677799835,4.477792677799836,0.05,100.0,25.75,0.0,12.222127350745668,12.00388275822952
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__combined__seed_11__online__s1__f8n__diagnostic.npz,0.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,1.6905398699494458,0.004683829581038988,2.621904727585876,2.7702047055677324,0.0,0.0,3.0,1.6905398699494458,1.4556070601047206,0.8597285260255014,-1.3737573385967934,0.25,125,126,100.0,0.0,126,0.25,100.0,0.524452245498607,0.5505085314002909,0.5246288182453694,0.5505574776108669,0.15204048147321458,0.052210464224519804,100.0,6.575966580000808,6.489572765124593,0.34325707300034164,0.32262099794499266,11.200551202355685,1.0402619158864108,-1.0356001851801055,1.2674768985511113,100.0,0.5,1.0,100.0,0.5255041418405332,0.5765802340696243,1.0,0.0,0.0,6.911286990207701,5.711286990207702,0.05,100.0,0.0,0.0,12.222127350745668,12.018427775950816
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__combined__seed_11__online__s1__f8n__diagnostic.npz,0.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.051898963544877,0.0020287162444871843,1.7156673379350094,1.7814981365183309,0.0,0.0,3.0,1.051898963544877,0.6920232182552372,0.7922091232133416,-0.39918435263803437,0.25,125,876,100.0,0.0,876,1.75,100.0,0.5942819746926242,0.6657917745640765,0.5944474246290671,0.6657917745640765,0.13735938852221796,0.035123039629617554,56.10000000000001,7.979090635880593,7.80928352363066,0.4175933383779296,0.3377466698048395,11.790284377009536,0.3705050030032258,-0.362404917718031,0.6366980755232267,100.0,0.5,1.0,100.0,0.28018749166659385,0.3839539713255503,1.0,0.0,0.0,5.763119372379714,4.563119372379715,0.05,100.0,51.5,0.0,12.172517522323774,12.060844220385004
2.0,6.0,executed,traces/dynamic__yaw0__combined__s2__f6n.npz,0.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,3.2549953184760527,0.00399069077431928,4.191908178616083,4.207898199992956,0.555,55.50000000000001,3.0,3.2549953184760527,3.198685332877682,0.6028322026353695,-3.032915609122406,0.25,125,1876,45.84221748400853,0.0,860,1.718,100.0,0.4940864348832054,0.5091108835308411,0.4940864348832054,0.5091108835308411,0.17166667512463762,0.0037561121619089227,3.3000000000000003,5.984317976910444,5.9793923608766635,0.3131950037834472,0.24109448658675095,11.803593748796484,0.7805004421622224,-0.6945348889498247,0.908344662866104,100.0,0.5,1.0,100.0,0.1629731058354814,0.3267617254069524,1.0,0.0,0.0,5.669332928335114,4.469332928335115,0.05,100.0,96.7,0.0,12.178983335430189,12.000417643704491
2.0,6.0,executed,traces/dynamic__yaw0__combined__s2__f6n.npz,0.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.4922472725611082,0.0044703761699565565,3.1576458782630628,3.2473687360843875,0.132,13.200000000000001,3.0,2.4922472725611082,2.269423828695615,1.0300543448463366,-2.2470922087410163,0.25,125,126,100.0,0.0,126,0.25,100.0,0.4940864348832054,0.507180571997683,0.4940864348832054,0.507180571997683,0.17166667512463762,0.02618827422895509,21.6,5.984286635324408,5.981147233134846,0.3128383104121796,0.29726776734246146,11.14760356928897,1.0900636488811988,-1.0867048909768169,1.2648722195439037,100.0,0.5,1.0,100.0,0.26330698576847805,0.3267617254069524,1.0,0.0,0.0,6.931330146636407,5.731330146636408,0.05,100.0,78.4,0.0,12.178983335430189,11.9647751983553
2.0,6.0,executed,traces/dynamic__yaw0__combined__s2__f6n.npz,0.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,4.017331001174991,0.004244656996377897,4.197522617711401,4.207898199992956,1.0,100.0,3.0,4.017331001174991,3.9798987830104786,0.5471325707663335,-3.9760247654014487,0.25,125,876,0.0,,0,0.0,100.0,0.5091108835308411,0.5091108835308411,0.5091108835308411,0.5091108835308411,0.0,0.0,0.0,5.984317976910444,5.980276415436066,0.3131950037834472,0.2574466402349281,11.803593748796484,0.37381959635493783,-0.3646724875758322,0.6370971514072493,100.0,0.5,1.0,100.0,0.13630666104041475,0.2044003664613286,1.0,0.0,0.0,5.737024152911095,4.537024152911096,0.05,100.0,100.0,0.0,12.165863741640955,12.05903253361963
2.0,8.0,executed,traces/dynamic__yaw0__combined__s2__f8n.npz,0.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.2276475008007437,0.0026554152309446457,1.7852808984365964,2.8720015279508773,0.0,0.0,3.0,1.2276475008007437,0.8720601737913636,0.8640772184876122,-0.6558391280482327,0.25,125,1876,100.0,0.0,1876,3.75,100.0,0.5259712954824576,0.6653840426221607,0.526153905304175,0.6653840426221607,0.15406500213477337,0.03459037880538443,77.8,7.979090635880593,7.201505971381153,0.4175933383779296,0.29155050229266277,11.78949621886083,0.7782227763982007,-0.6910125937790303,0.9061591715980596,100.0,0.5,1.0,100.0,0.17262260714589056,0.3468619537203574,1.0,0.0,0.0,5.678475420782677,4.478475420782678,0.05,100.0,25.5,0.0,12.196623484562991,12.001754447607242
2.0,8.0,executed,traces/dynamic__yaw0__combined__s2__f8n.npz,0.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,1.6667141381506236,0.005080326345343208,2.70242985023096,2.8720015279508773,0.0,0.0,3.0,1.6667141381506236,1.4197840645441988,0.8730115854772664,-1.3165360996762994,0.25,125,126,100.0,0.0,126,0.25,100.0,0.5259712954824576,0.5498109794230666,0.526153905304175,0.5498449606812165,0.15406500213477337,0.04774733039751777,100.0,6.545133069479663,6.467183898375988,0.3417866133232973,0.3214826355080072,11.167813760135637,1.0936509668432814,-1.0893131433624859,1.2664048584262706,100.0,0.5,1.0,100.0,0.27303384414014514,0.3468619537203574,1.0,0.0,0.0,6.918639818108438,5.718639818108438,0.05,100.0,0.0,0.0,12.196623484562991,11.963699584851998
2.0,8.0,executed,traces/dynamic__yaw0__combined__s2__f8n.npz,0.0,combined,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.0625020090488937,0.002029122925567579,1.7113654202787933,1.7754202141479754,0.0,0.0,3.0,1.0625020090488937,0.6879708898621386,0.8096953587215584,-0.40155879900283487,0.25,125,876,100.0,0.0,876,1.75,100.0,0.5940020554894276,0.6653840426221607,0.5941659748220475,0.6653840426221607,0.1368584112455551,0.03516537760728383,55.60000000000001,7.979090635880593,7.8074825648605986,0.4175933383779296,0.33767323114675196,11.78949621886083,0.36831051185256974,-0.3598314053849501,0.6366488413687288,100.0,0.5,1.0,100.0,0.14821075345940357,0.22748711767851215,1.0,0.0,0.0,5.7633279087002816,4.563327908700282,0.05,100.0,51.0,0.0,12.169136615688362,12.063425305771991
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__no_bias__seed_11__online__s1__f6n__diagnostic.npz,0.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,4.132423983430001,0.00501075145121574,5.190825952132589,5.203258694377017,0.7165,71.65,3.0,4.132423983430001,4.040161348611115,0.8683457007530438,-3.8968738163362207,0.25,125,1876,30.06396588486141,0.2900000000000009,564,1.1260000000000001,100.0,0.5006093503727341,0.5091198732339843,0.5006093503727341,0.5091198732339843,0.20255255985146547,0.0021276307153125502,1.35,5.984317976910444,5.979554920177257,0.3131950037834472,0.2411023611547919,12.581262736958287,0.38123437489181355,0.047506094939069474,0.15849073693516919,100.0,0.5,1.0,100.0,0.3032125852482415,0.5299094036671125,1.0,0.0,0.0,5.404218644288477,4.204218644288478,0.05,100.0,98.65,0.0,12.169648494274558,11.992547894454049
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__no_bias__seed_11__online__s1__f6n__diagnostic.npz,0.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,3.361133096593413,0.004871912521643816,3.8589480279501376,3.917053579581607,0.824,82.39999999999999,3.0,3.361133096593413,3.0876002683019106,1.3281341333606318,-3.078474603320643,0.25,125,126,0.0,,0,0.0,100.0,0.5006093503727341,0.506947252578264,0.5006093503727341,0.506947252578264,0.20255255985146547,0.012675804411059755,7.6,5.984286635324408,5.982340511494875,0.3128383104121796,0.2973251574057259,11.872348639655135,0.3511467878475761,-0.34118834937811743,0.5343095700167987,100.0,0.5,1.0,100.0,0.49520224711290856,0.5299094036671125,1.0,0.0,0.0,6.771323672180906,5.571323672180907,0.05,100.0,92.4,0.0,12.162159013497883,11.97967228321849
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__no_bias__seed_11__online__s1__f6n__diagnostic.npz,0.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,4.99659976255133,0.00539920202646938,5.196512958183944,5.203258694377017,1.0,100.0,3.0,4.99659976255133,4.897709738096482,0.9891655617149742,-4.893309043782775,0.25,125,876,0.0,,0,0.0,100.0,0.5091198732339843,0.5091198732339843,0.5091198732339843,0.5091198732339843,0.0,0.0,0.0,5.984317976910444,5.980276415436066,0.3131950037834472,0.2574466402349281,12.581262736958287,0.409337173886128,0.4000112801045505,-0.13116889852938052,100.0,0.5,1.0,100.0,0.24839420079409463,0.334225525982388,1.0,0.0,0.0,5.463344896651407,4.263344896651407,0.05,100.0,100.0,0.0,12.169648494274558,12.05539344415498
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__no_bias__seed_11__online__s1__f8n__diagnostic.npz,0.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.411035730745816,0.0026609995776323133,2.0319732231870833,3.277905269151007,0.01,1.0,3.0,1.411035730745816,1.16669169681544,0.7936323569659246,-1.09340601300395,0.25,125,1876,100.0,0.0,1876,3.75,98.75,0.5438586360523892,0.6682856911912917,0.5440862382784173,0.6682856911912917,0.17650736738528128,0.03110676378472563,58.95,7.979090635880593,7.440433141837242,0.4175933383779296,0.30016406887685765,12.563678946107986,0.3842924168547476,0.05398235603822138,0.15371198213215445,100.0,0.5,1.0,100.0,0.32152938606905507,0.5743668694039736,1.0,0.0,0.0,5.415192406781843,4.215192406781844,0.05,100.0,39.800000000000004,0.05,12.185708706087398,11.994245400750184
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__no_bias__seed_11__online__s1__f8n__diagnostic.npz,0.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.0286392740412675,0.0053178823391025224,3.102577272181639,3.277905269151007,0.08,8.0,3.0,2.0286392740412675,1.7315959588114895,1.05685984861305,-1.639649371808611,0.25,125,126,100.0,0.0,126,0.25,100.0,0.5438586360523892,0.577991401874324,0.5440862382784173,0.5780740463568311,0.17650736738528128,0.06843082060888395,100.0,6.878413834962249,6.757515335722533,0.3595262435611892,0.33599395234964435,11.898533332119095,0.3536197411300975,-0.33966249980729757,0.5368581186208894,100.0,0.5,1.0,100.0,0.5210227204760378,0.5743668694039736,1.0,0.0,0.0,6.74825056505801,5.5482505650580105,0.05,100.0,0.0,0.0,12.185708706087398,11.9837466813934
1.0,8.0,pinned_reference,results/franka_compensation_budget/traces/yaw_0__modest_combined__no_bias__seed_11__online__s1__f8n__diagnostic.npz,0.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.3024558684775236,0.0016593136586622464,1.792642201833504,1.8542609213733894,0.0,0.0,3.0,1.3024558684775236,1.153201073633675,0.6054077742329375,-1.1360967487986577,0.25,125,876,100.0,0.0,876,1.75,97.5,0.630010992749255,0.6682856911912917,0.6301878279266401,0.6682856911912917,0.1482353112121082,0.01913734922101834,17.9,7.979090635880593,7.9329910198166615,0.4175933383779296,0.34218312607324497,12.563678946107986,0.41543081602348525,0.40729571244565443,-0.1341194496685839,100.0,0.5,1.0,100.0,0.26747336066326327,0.3676228528802244,1.0,0.0,0.0,5.5029990419564205,4.302999041956421,0.05,100.0,79.60000000000001,0.1,12.170885011748846,12.05972732535688
2.0,6.0,executed,traces/dynamic__yaw0__no_bias__s2__f6n.npz,0.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,4.12251391678036,0.005023047004581016,5.1835448440171925,5.1948178243365986,0.701,70.1,3.0,4.12251391678036,4.031888922653052,0.8596468515822975,-3.8858932891836444,0.25,125,1876,31.449893390191896,0.22799999999999976,590,1.178,100.0,0.49725158191851676,0.51021774126767,0.49725158191851676,0.51021774126767,0.22205378033754442,0.0032415398372883236,1.95,5.984317976910444,5.979514953811821,0.3131950037834472,0.24110048278468177,12.579944627326514,0.38605683999086166,0.04559448664150477,0.15821570749453515,100.0,0.5,1.0,100.0,0.1579272640878377,0.3188906299285578,1.0,0.0,0.0,5.40303460525463,4.203034605254631,0.05,100.0,98.05,0.0,12.165184769671578,11.99041806392425
2.0,6.0,executed,traces/dynamic__yaw0__no_bias__s2__f6n.npz,0.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,3.310512750545274,0.005087274551689997,3.9639002847142333,4.047043897314793,0.68,68.0,3.0,3.310512750545274,3.0279142246541477,1.338368454372676,-3.012157277589095,0.25,125,126,9.523809523809524,0.22799999999999976,12,0.022,100.0,0.49725158191851676,0.5086238694648834,0.49725158191851676,0.5086238694648834,0.22205378033754442,0.0227445750927332,13.200000000000001,5.984286635324408,5.981960136440424,0.3128383104121796,0.29730695763059656,11.839596216924354,0.39724695276464783,-0.3885588741511086,0.5332964277878686,100.0,0.5,1.0,100.0,0.2587234606063688,0.3188906299285578,1.0,0.0,0.0,6.777061188750305,5.577061188750306,0.05,100.0,86.8,0.0,12.135933162655865,11.931345423424974
2.0,6.0,executed,traces/dynamic__yaw0__no_bias__s2__f6n.npz,0.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,4.990432902332673,0.005402067040104512,5.1885884971628515,5.1948178243365986,1.0,100.0,3.0,4.990432902332673,4.894331909039998,0.9746464573564024,-4.889828617075484,0.25,125,876,0.0,,0,0.0,100.0,0.51021774126767,0.51021774126767,0.51021774126767,0.51021774126767,0.0,0.0,0.0,5.984317976910444,5.980276415436066,0.3131950037834472,0.2574466402349281,12.579944627326514,0.4111889248198661,0.4011235016424389,-0.13122690797932773,100.0,0.5,1.0,100.0,0.13217663710005664,0.19648931597520178,1.0,0.0,0.0,5.464507069780058,4.264507069780059,0.05,100.0,100.0,0.0,12.165184769671578,12.056504463451324
2.0,8.0,executed,traces/dynamic__yaw0__no_bias__s2__f8n.npz,0.0,no_bias,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,1.4120820988210625,0.002761499430459468,1.9757060049778803,3.3934618255745925,0.0125,1.25,3.0,1.4120820988210625,1.1596286555907682,0.8057525891634756,-1.0875103457748687,0.25,125,1876,100.0,0.0,1876,3.75,98.75,0.5452439481045126,0.6682791935871879,0.5454793008771813,0.6682791935871879,0.17930263768478616,0.030758811370668823,59.099999999999994,7.979090635880593,7.437235417812748,0.4175933383779296,0.2999708370628251,12.565871476810425,0.39001847445984517,0.051749879335452165,0.15343746940481823,100.0,0.5,1.0,100.0,0.16798775258308118,0.3496069353186009,1.0,0.0,0.0,5.415384479082861,4.215384479082862,0.05,100.0,39.65,0.05,12.167804423736936,11.991795218528482
2.0,8.0,executed,traces/dynamic__yaw0__no_bias__s2__f8n.npz,0.0,no_bias,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.009411673368223,0.005746911694911269,3.196272950729101,3.3934618255745925,0.1,10.0,3.0,2.009411673368223,1.699937905051918,1.071422601981207,-1.586124370002646,0.25,125,126,100.0,0.0,126,0.25,100.0,0.5452439481045126,0.5772615672642869,0.5454793008771813,0.5773398856710382,0.17930263768478616,0.06419187513305125,100.0,6.847735052033096,6.732623523608447,0.3579764798001127,0.3347298888809748,11.869013790581414,0.4064857995811874,-0.39442818203119123,0.5359628367478971,100.0,0.5,1.0,100.0,0.2721170637602016,0.3496069353186009,1.0,0.0,0.0,6.755569799931014,5.555569799931015,0.05,100.0,0.0,0.0,12.164743789951237,11.92814252450492
2.0,8.0,executed,traces/dynamic__yaw0__no_bias__s2__f8n.npz,0.0,no_bias,modest_combined,11,online,late_post,10.0,12.0,0.002,1000,1000,0,3.0,1.3068621556306663,0.0016642699214731724,1.7887656376092147,1.8479859987534426,0.0,0.0,3.0,1.3068621556306663,1.1508704911037262,0.6191815618429699,-1.1349246956969115,0.25,125,876,100.0,0.0,876,1.75,97.5,0.6296142817163362,0.6682791935871879,0.6297896116627825,0.6682791935871879,0.14800148340154973,0.019332455935425874,18.2,7.979090635880593,7.931892181374147,0.4175933383779296,0.34214704589470224,12.565871476810425,0.4177127661844206,0.4093135807892492,-0.1341664670841382,100.0,0.5,1.0,100.0,0.14157235704950935,0.21639546739801338,1.0,0.0,0.0,5.502927226286607,4.302927226286608,0.05,100.0,79.3,0.1,12.167804423736936,12.061754983493323
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__combined__seed_11__online__s1__f6n__diagnostic.npz,15.0,combined,modest_combined,11,online,post,8.0,12.0,0.002,2000,2000,0,3.0,3.3183299809868836,0.003994381526470877,4.319374158292466,4.338757270406675,0.588,58.8,3.0,3.3183299809868836,3.2511124237663362,0.6645162682347137,-3.087794325709025,0.25,125,1876,43.81663113006397,0.11800000000000033,822,1.6420000000000001,100.0,0.4914994396839499,0.5107687596170797,0.4914994396839499,0.5107687596170797,0.19028403066939648,0.00481732998328245,4.3999999999999995,5.984317976910445,5.979346328894835,0.3131950037834474,0.241092001934539,11.828149804524852,0.8020661430764406,-0.7176613639772822,0.8990547451036495,100.0,0.5,1.0,100.0,0.4311951404836097,0.7750636624852568,1.0,0.0,0.0,5.622490524736863,4.4224905247368635,0.05,100.0,95.6,0.0,12.339245694729273,11.981920896594067
1.0,6.0,pinned_reference,results/franka_compensation_budget/traces/yaw_15__modest_combined__combined__seed_11__online__s1__f6n__diagnostic.npz,15.0,combined,modest_combined,11,online,early_post,8.0,8.5,0.002,250,250,0,3.0,2.984862937093692,0.004375150015862132,3.4304212786960724,3.4632780795791525,0.48,48.0,3.0,2.984862937093692,2.803002221701461,1.0259557974748517,-2.790725865259952,0.25,125,126,53.17460317460318,0.11800000000000033,67,0.132,100.0,0.4914994396839499,0.5022394220258487,0.4914994396839499,0.5022394220258487,0.19028403066939648,0.021479964683797648,14.799999999999999,5.984286635324408,5.9818402762070715,0.3128383104121798,0.29729987353209936,11.295461936601718,0.9447308929178593,-0.9392269857049514,1.2610879048817858,100.0,0.5,1.0,100.0,0.7375614279642855,0.7750636624852568,1.0,0.0,0.0,7.470763841986825,6.270763841986826,0.05,100.0,85.2,0.0,12.339245694729273,12.122388434644535
