case,arm,simulation_seed,paired_baseline_seed,controller_yaw_error_deg,sample_count,force_rmse_n,peak_force_n,contact_ratio_pct,tangent_rmse_mm,tangent_velocity_error_rms_m_s,orientation_rmse_deg,saturation_pct,worst_force_phase,worst_phase_force_rmse_n,worst_tangent_phase,worst_phase_tangent_rmse_mm,worst_orientation_phase,worst_phase_orientation_rmse_deg,force_recovery_status,force_recovered,force_recovery_time_s,tangent_recovery_status,tangent_recovered,tangent_recovery_time_s,tangential_update_ready_pct,coefficient_min,coefficient_max,max_requested_tangential_force_n,compensation_limit_observed,max_normal_operation_coefficient_rate_s,max_coefficient_reset_jump,max_normal_operation_force_slew_n_s,max_force_reset_jump_n,paired_force_rmse_increase_n,paired_orientation_rmse_increase_deg,paired_friction_force_rmse_increase_n,paired_friction_orientation_rmse_increase_deg,failed_gates,all_gates_pass
stop_hold_reverse,baseline,11,11,0.0,5250,0.15385478099037958,12.610178365977276,100.0,10.594010758893614,0.014982396657939285,0.2115917787157964,0.0,forward,0.19365702672029392,forward,11.796661927594593,reverse,0.2530376303557791,recovered,True,0.0,not_recovered,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0082205425348289,-0.0021321057431764323,,yes
stop_hold_reverse,integral,11,11,0.0,5250,0.1660148832042542,12.65688490959961,100.0,7.149277846744628,0.012734500582749704,0.259178595828833,0.0,reverse_ramp,0.21004463375226226,forward,8.174909151367997,reverse,0.29255262937654863,recovered,True,0.0,not_recovered,False,,0.0,0.45,0.45,5.674788937108809,False,0.0,0.0,9.935285142553743,0.0,0.012160102213874618,0.04758681711303661,0.02038064474870352,0.04545471136986018,,yes
stop_hold_reverse,friction,11,11,0.0,5250,0.14563423845555068,12.59271787116115,100.0,1.5472538094065704,0.003043015616602816,0.21372388445897283,0.0,reverse_ramp,0.17550463143487738,forward,1.9248290532662982,reverse,0.24221675946795346,recovered,True,0.0,recovered,True,0.0,0.0,0.45,0.45,5.624935016421106,False,0.0,0.0,69.52171468863676,0.0,-0.0082205425348289,0.0021321057431764323,0.0,0.0,,yes
stop_hold_reverse,online,11,11,0.0,5250,0.14815719944390443,12.652065967202244,100.0,1.1202911232641306,0.0028816340168726718,0.21886950594218357,0.0,forward,0.18300240246482596,forward,1.4053053618682358,reverse,0.24363374933189366,recovered,True,0.0,recovered,True,0.0,80.22857142857143,0.45,0.5069903515440979,5.984360762996737,False,0.2707712772919424,0.0,20.00000000000034,0.0,-0.00569758154647515,0.007277727226387171,0.0025229609883537507,0.005145621483210738,,yes
stop_hold_reverse,baseline,29,29,0.0,5250,0.15224437062134005,12.630452203092956,100.0,10.584292026275905,0.014982027444859497,0.2117344060763453,0.0,forward,0.1867961951796902,forward,11.786541910207388,reverse,0.2531126446735894,recovered,True,0.0,not_recovered,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.008913902951538405,-0.0021170253425597807,,yes
stop_hold_reverse,integral,29,29,0.0,5250,0.16431251830562005,12.688438207062049,100.0,7.1430386071513885,0.012763096106539962,0.2594136757299101,0.0,forward,0.20467913105691177,forward,8.163192912008743,reverse,0.29274377003880775,recovered,True,0.0,not_recovered,False,,0.0,0.45,0.45,5.670051148752388,False,0.0,0.0,10.03029194555031,0.0,0.012068147684279995,0.04767926965356478,0.0209820506358184,0.045562244311005,,yes
stop_hold_reverse,friction,29,29,0.0,5250,0.14333046766980165,12.571809962532441,100.0,1.535673901803448,0.0030626565350900456,0.21385143141890509,0.0,forward,0.16973639943767624,forward,1.9091927375286424,reverse,0.24232833177905916,recovered,True,0.0,recovered,True,0.0,0.0,0.45,0.45,5.641496802581046,False,0.0,0.0,68.2357190279773,0.0,-0.008913902951538405,0.0021170253425597807,0.0,0.0,,yes
stop_hold_reverse,online,29,29,0.0,5250,0.14598863744461982,12.629022589436234,100.0,1.116540986352807,0.002904498533382889,0.21904782385153063,0.0,forward,0.17792393548744267,forward,1.3981566719711678,reverse,0.2437738672117532,recovered,True,0.0,recovered,True,0.0,80.2095238095238,0.45,0.5064731303993085,5.984360762996737,False,0.2694922025019697,0.0,20.000000000000377,0.0,-0.006255733176720235,0.007313417775185321,0.00265816977481817,0.005196392432625541,,yes
wrench_bias_step,baseline,11,11,0.0,5250,1.0360180114814777,12.610178365977276,100.0,11.139303807620696,0.015398520186382434,0.17846929663328234,0.0,post_step,1.3631469500107565,pre_step,11.735729195347641,pre_step,0.1915200532066512,recovered,True,0.0,not_recovered,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0009482854609887958,-0.015300249520517784,,yes
wrench_bias_step,integral,11,11,0.0,5250,1.0363319159980082,12.65688490959961,100.0,7.727376837908908,0.01265447272137895,0.22852353022165878,0.0,post_step,1.362297880022837,pre_step,8.178577557729845,pre_step,0.24763297116082197,recovered,True,0.0,not_recovered,False,,0.0,0.45,0.45,5.214198313190136,False,0.0,0.0,9.935285142553715,0.0,0.00031390451653057205,0.050054233588376434,0.001262189977519368,0.03475398406785865,,yes
wrench_bias_step,friction,11,11,0.0,5250,1.0350697260204889,12.592717871161149,100.0,1.3873685322554947,0.0027405063072493924,0.19376954615380013,0.0,post_step,1.362999982485612,pre_step,1.8068573339657883,pre_step,0.20445153473101982,recovered,True,0.0,recovered,True,0.0,0.0,0.45,0.45,5.904354746635575,False,0.0,0.0,69.52171468863676,0.0,-0.0009482854609887958,0.015300249520517784,0.0,0.0,,yes
wrench_bias_step,online,11,11,0.0,5250,1.0353649887756042,12.652065967202299,100.0,1.1404654738518807,0.0027234915685072202,0.19762271068104115,0.0,post_step,1.3628745049746953,pre_step,1.277456723351533,pre_step,0.21339079189029564,recovered,True,0.0,recovered,True,0.0,99.65714285714286,0.4479296054655372,0.5069903515440993,5.984360762996737,False,0.2707712772919424,0.0,20.00000000000034,0.0,-0.0006530227058734184,0.019153414047758804,0.0002952627551153775,0.003853164527241021,,yes
wrench_bias_step,baseline,29,29,0.0,5250,1.0466831206988838,12.630452203089886,100.0,11.12964550662735,0.015397955524384771,0.17861755962062092,0.0,post_step,1.3779793243670517,pre_step,11.727487346121686,pre_step,0.19164289040741098,recovered,True,0.0,not_recovered,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.000910285763626284,-0.015303027077260029,,yes
wrench_bias_step,integral,29,29,0.0,5250,1.0470357935098276,12.688438207062044,100.0,7.71566650035663,0.012668961492834915,0.2286664731833836,0.0,post_step,1.3771071991117614,pre_step,8.167695348169612,pre_step,0.24777651797723227,recovered,True,0.0,not_recovered,False,,0.0,0.45,0.45,5.202964660061057,False,0.0,0.0,10.03029194555031,0.0,0.0003526728109437549,0.05004891356276267,0.001262958574570039,0.03474588648550264,,yes
wrench_bias_step,friction,29,29,0.0,5250,1.0457728349352575,12.571809962530981,100.0,1.379414577482585,0.002775131636441858,0.19392058669788095,0.0,post_step,1.3777965994327097,pre_step,1.7935556010518476,pre_step,0.2045341048028478,recovered,True,0.0,recovered,True,0.0,0.0,0.45,0.45,5.921890809339844,False,0.0,0.0,68.2357190279773,0.0,-0.000910285763626284,0.015303027077260029,0.0,0.0,,yes
wrench_bias_step,online,29,29,0.0,5250,1.0460746264399248,12.629022589436339,100.0,1.1351541131904868,0.0027599929670454226,0.1977829018725486,0.0,post_step,1.3776716885451146,pre_step,1.270665357617238,pre_step,0.2135393530701532,recovered,True,0.0,recovered,True,0.0,99.63809523809523,0.4474827730107393,0.50647313039931,5.984360762996737,False,0.2694922025019697,0.0,20.000000000000377,0.0,-0.0006084942589590359,0.019165342251927675,0.00030179150466724813,0.0038623151746676465,,yes
normal_calibration_error,baseline,11,11,5.0,5250,0.33192706840845626,12.618911514123827,100.0,11.785188805774817,0.015963181743522323,0.17133250878025474,0.0,steady,0.33192706840845626,steady,11.785188805774817,steady,0.17133250878025474,not_applicable,,,not_applicable,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021265198788935624,-0.013428479806344401,,yes
normal_calibration_error,integral,11,11,5.0,5250,0.3259547806376926,12.59458063056246,100.0,8.114441573895139,0.012994806850464053,0.22248804097977937,0.0,steady,0.3259547806376926,steady,8.114441573895139,steady,0.22248804097977937,not_applicable,,,not_applicable,,,0.0,0.45,0.45,6.000000000000002,True,0.0,0.0,9.23895176719711,0.0,-0.00597228777076364,0.05115553219952462,-0.008098807649657203,0.03772705239318022,,yes
normal_calibration_error,friction,11,11,5.0,5250,0.3340535882873498,12.575150540776582,100.0,2.408342567884936,0.0027132472482045587,0.18476098858659915,0.0,steady,0.3340535882873498,steady,2.408342567884936,steady,0.18476098858659915,not_applicable,,,not_applicable,,,0.0,0.45,0.45,5.591691715027388,False,0.0,0.0,69.30928709103205,0.0,0.0021265198788935624,0.013428479806344401,0.0,0.0,,yes
normal_calibration_error,online,11,11,5.0,5250,0.333800123806245,12.56988381825367,100.0,1.7599874922889642,0.0027730764862271035,0.1899012192832041,0.0,steady,0.333800123806245,steady,1.7599874922889642,steady,0.1899012192832041,not_applicable,,,not_applicable,,,99.67619047619047,0.41483758806916754,0.5073046710457014,5.9842415273009415,False,0.22010326655530488,0.0,20.000000000000345,0.0,0.0018730553977887587,0.018568710502949365,-0.0002534644811048037,0.005140230696604964,,yes
normal_calibration_error,baseline,29,29,5.0,5250,0.3273060565389322,12.62266618896606,100.0,11.77514037817902,0.015962680298471428,0.17147306527279216,0.0,steady,0.3273060565389322,steady,11.77514037817902,steady,0.17147306527279216,not_applicable,,,not_applicable,,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.002344945744148952,-0.013429403626679048,,yes
normal_calibration_error,integral,29,29,5.0,5250,0.32161976381109364,12.607784319391879,100.0,8.106511574398324,0.013007100631622042,0.2226352161243891,0.0,steady,0.32161976381109364,steady,8.106511574398324,steady,0.2226352161243891,not_applicable,,,not_applicable,,,0.0,0.45,0.45,6.000000000000003,True,0.0,0.0,9.349710769591816,0.0,-0.005686292727838549,0.05116215085159695,-0.0080312384719875,0.0377327472249179,,yes
normal_calibration_error,friction,29,29,5.0,5250,0.32965100228308114,12.608813697307616,100.0,2.3948601570308976,0.0027232157355518327,0.1849024688994712,0.0,steady,0.32965100228308114,steady,2.3948601570308976,steady,0.1849024688994712,not_applicable,,,not_applicable,,,0.0,0.45,0.45,5.586330251605853,False,0.0,0.0,67.94470579776127,0.0,0.002344945744148952,0.013429403626679048,0.0,0.0,,yes
normal_calibration_error,online,29,29,5.0,5250,0.3296178430077048,12.597442417085476,100.0,1.749795236033195,0.0028026368558281578,0.19004479562676027,0.0,steady,0.3296178430077048,steady,1.749795236033195,steady,0.19004479562676027,not_applicable,,,not_applicable,,,99.67619047619047,0.41435245647951663,0.5067752390908914,5.9842415273009415,False,0.21177966867996778,0.0,20.00000000000048,0.0,0.002311786468772614,0.018571730353968113,-3.315927537633767e-05,0.005142326727289065,,yes
modest_combined,baseline,11,11,3.0,5250,0.5684856030226695,12.550989204246635,100.0,10.751778721986817,0.0146716963939849,0.21149635326954697,0.0,combined_post,0.8188830063178099,combined_post,13.981013847568622,pre_change,0.2618783431634393,recovered,True,0.0,not_recovered,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0017792608573734547,-0.0009505924795009668,,yes
modest_combined,integral,11,11,3.0,5250,0.5780595986807394,12.561939180361891,100.0,7.002954841140662,0.01188943105674725,0.25613983820123337,0.0,combined_post,0.8194418246978478,combined_post,8.660175446725688,pre_change,0.30510984229573224,recovered,True,0.0,not_recovered_with_limit_active,False,,0.0,0.45,0.45,6.000000000000003,True,0.0,0.0,9.548979732418854,0.0,0.009573995658069934,0.044643484931686406,0.011353256515443388,0.04369289245218544,,yes
modest_combined,friction,11,11,3.0,5250,0.566706342165296,12.550264155274839,100.0,3.277147799727362,0.00443857546517398,0.21244694574904793,0.0,combined_post,0.8077989939470306,combined_post,4.439310243978921,pre_change,0.26850919641702653,recovered,True,0.0,recovered,True,0.7639999999999993,0.0,0.45,0.45,5.6117495904404535,False,0.0,0.0,69.41285832025277,0.0,-0.0017792608573734547,0.0009505924795009668,0.0,0.0,,yes
modest_combined,online,11,11,3.0,5250,0.5652837543930187,12.550264155274839,100.0,2.4168719087071358,0.004080995117175864,0.21686690757590757,0.0,combined_post,0.8070796010845682,combined_post,3.308639070527286,pre_change,0.2752549848990579,recovered,True,0.0,recovered,True,0.09600000000000009,80.74285714285713,0.3447998887115979,0.5101763063835753,5.984317976910445,False,0.2774512876793367,0.0,20.00000000000037,0.0,-0.003201848629650783,0.005370554306360603,-0.0014225877722773284,0.004419961826859636,,yes
modest_combined,baseline,29,29,3.0,5250,0.5765073382259258,12.537675900401412,100.0,10.740841792195598,0.014671571903388504,0.21161977763983333,0.0,combined_post,0.8327461082897318,combined_post,13.96089565685974,pre_change,0.26201473629794514,recovered,True,0.0,not_recovered,False,,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0015515434483797108,-0.0009337312194156178,,yes
modest_combined,integral,29,29,3.0,5250,0.5863871697469115,12.549208986566136,100.0,6.99927629618966,0.01193358665267108,0.25641138540476743,0.0,combined_post,0.8331134422572688,combined_post,8.653868710010714,pre_change,0.3053108387854667,recovered,True,0.0,not_recovered_with_limit_active,False,,0.0,0.45,0.45,6.000000000000003,True,0.0,0.0,9.489137821207706,0.0,0.009879831520985705,0.0447916077649341,0.011431374969365415,0.04385787654551848,,yes
modest_combined,friction,29,29,3.0,5250,0.5749557947775461,12.536930283593458,100.0,3.26656099185642,0.004433536674578571,0.21255350885924895,0.0,combined_post,0.8214056761194324,combined_post,4.41558830831167,pre_change,0.2685185904016063,recovered,True,0.0,recovered,True,0.7379999999999995,0.0,0.45,0.45,5.59905197297898,False,0.0,0.0,68.08749045032984,0.0,-0.0015515434483797108,0.0009337312194156178,0.0,0.0,,yes
modest_combined,online,29,29,3.0,5250,0.57349529570225,12.536930283595478,100.0,2.405154092141048,0.004081766085916982,0.2170037861262871,0.0,combined_post,0.8206513049946907,combined_post,3.2848226757243877,pre_change,0.27513666785040763,recovered,True,0.0,recovered,True,0.08999999999999986,80.76190476190476,0.34419534001130403,0.510370006863007,5.984317976910445,False,0.2725486821390233,0.0,20.000000000000572,0.0,-0.0030120425236758175,0.005384008486453762,-0.0014604990752961067,0.004450277267038144,,yes
