epoch,train_action_mse,train_normal_mse,train_tangent1_mse,train_tangent2_mse,validation_action_mse,validation_normal_mse,validation_tangent1_mse,validation_tangent2_mse
1,0.14629951159244703,0.00017849490558068286,0.23539399910623132,0.20332604076552896,0.18666738876489158,0.000179765123516634,0.3337030824700588,0.22611931870109936
2,0.054404113469100054,8.025269244281086e-05,0.07208349971527789,0.09104858799957948,0.06585908275906206,7.228763648244408e-05,0.09190490025309961,0.10560006038760417
3,0.01799783767562757,2.7613862527674302e-05,0.025915982168110085,0.028049916996244945,0.014946967849697977,1.7639257448126184e-05,0.02009184884749838,0.024731415444147423
4,0.015756237431337358,2.7688717127215615e-05,0.02268173863924807,0.024559284937636795,0.00938953282048382,1.752416249250417e-05,0.011635682835830687,0.016515391463128266
5,0.015689553458512008,2.417530491068374e-05,0.02258815335459353,0.024456331716031808,0.008961891824789438,1.4361795832490267e-05,0.010578332162818338,0.016292981515717488
6,0.015683250594793623,2.131081038399078e-05,0.02263230988029114,0.024396131093705743,0.00892178375257553,1.3716046035318583e-05,0.010566096814459284,0.016185538397231993
7,0.01566073953176921,1.9775643841258756e-05,0.022575822328709996,0.02438662062275637,0.008842296625403308,1.3136210726527866e-05,0.010639718265698345,0.015874035399785057
8,0.015632944908731114,1.8636536887799923e-05,0.022545925222551475,0.024334272966754073,0.008764489507287082,1.3671913471426017e-05,0.010419186776140524,0.0158606098322493
9,0.01568781607062429,1.7887559782043205e-05,0.022595278535223196,0.024450282116867648,0.009021582983974997,1.3520876951307569e-05,0.01046760072554897,0.016583627349424715
10,0.015599883587536887,1.7982185847050827e-05,0.02253416633343863,0.02424750224332498,0.008874514299991606,1.4493066565762618e-05,0.010535097968002947,0.016073951865406114
11,0.015698559262410445,1.890676046764289e-05,0.022740110413861883,0.02433666061290181,0.008880409578779325,1.7012568619179044e-05,0.010936110880768077,0.01568810528695072
12,0.015544208558316867,1.857716170168643e-05,0.02248196359734137,0.024132084915907553,0.008771220896665084,1.6181635619884244e-05,0.01056627271304198,0.01573120834133339
13,0.015539921376415522,1.8924927433505624e-05,0.022534909159711757,0.0240659300421013,0.008745600507693003,1.7021111378783016e-05,0.010634062009087673,0.015585718402612555
14,0.015500374064248782,1.9364297597251464e-05,0.022493078748715506,0.023988679146433586,0.008778740166645652,1.6703088826363073e-05,0.010536166761471875,0.015783350649638712
15,0.01545774099145063,1.9646834534511003e-05,0.022384300468362636,0.023969275671454737,0.008744660410394758,1.7851512641623706e-05,0.010478127781863224,0.015738001936679423
16,0.01542795226118815,2.068016591015145e-05,0.02236749007515881,0.023895686542495482,0.008583291949163652,1.7482982290467787e-05,0.010313365898284986,0.015419026966915505
17,0.015446312758438382,2.0420627147231703e-05,0.022547450495468656,0.023771067152699256,0.008862580017538145,2.0571788603699496e-05,0.010782519446444483,0.01578464881756625
18,0.01533376543428175,2.046923186441378e-05,0.022310869086310848,0.02366995798466999,0.008626183480762575,1.898255628369224e-05,0.01039757071139973,0.0154619971746043
19,0.015366757681265083,2.0976552122435133e-05,0.022382072823448326,0.023697223668224483,0.008790874307561102,1.934859849820732e-05,0.01048859875432825,0.01586467556985685
20,0.015255428480742933,2.174671888951759e-05,0.022238211195592744,0.023506327527746538,0.008397420166442942,1.8862934965666564e-05,0.010297551095544694,0.014875846468818465
21,0.01515092411106062,2.156204983364677e-05,0.02215607579500289,0.023275134488345322,0.00840445666197092,1.9230145744254993e-05,0.01033382522221137,0.014860314617957136
22,0.015088481951381915,2.2690343306915774e-05,0.02211194217520959,0.023130813335629236,0.008426654743430396,1.8274981502128136e-05,0.010368378825606397,0.014893310423182664
23,0.01504679114136886,2.3164996380176744e-05,0.022106261398776555,0.023010947028949846,0.008496259495487159,2.0459515634962952e-05,0.010148084752919609,0.015320234217906903
24,0.014958205883746857,2.2774411832322133e-05,0.022016157164785884,0.02283568607462237,0.008427037010243938,2.153175557538744e-05,0.010520554102793104,0.014739025172363324
25,0.0148276367821519,2.3383699998751522e-05,0.021910907623514154,0.02254861902294279,0.008213891289252585,2.029014959382429e-05,0.010331560455147461,0.014289823263016466
26,0.014738349100620355,2.4128464585528885e-05,0.021909696946634406,0.022281221890641127,0.008134992176767856,2.2680447415573743e-05,0.01030009810419311,0.014082197978694892
27,0.014655587995578135,2.490470556388164e-05,0.02181375167590687,0.022128107605263646,0.008247490675911677,2.2986525857718423e-05,0.010562996645633104,0.01415648885624421
28,0.01443861399700353,2.4011259706720855e-05,0.02163144202668278,0.02166038870462108,0.007995555356604971,2.1488183481565866e-05,0.010208340377771815,0.01375683750856153
29,0.014251314360103804,2.4098528750327036e-05,0.021496850266553097,0.02123299428500798,0.007812709413464446,2.1712218263589665e-05,0.010205799670131221,0.013210616351998527
30,0.014121971895669347,2.3690912189206418e-05,0.02136126214619899,0.020980962628619843,0.007970247497147444,2.1701677420494233e-05,0.01033641558689641,0.01355262522712543
31,0.013804472915146289,2.318479795718568e-05,0.021155010986561293,0.02023522296092039,0.007550382953923916,2.0861538742456326e-05,0.01028982156848733,0.012340465754541962
32,0.013523848536357871,2.199090465618793e-05,0.02102621520364054,0.01952333950077689,0.007211526268085411,1.8664322424074045e-05,0.009902533084547116,0.011713381397285045
33,0.013167400225147107,1.9833365498619263e-05,0.020683083511517927,0.01879928379842477,0.006774784089948521,1.684394770160712e-05,0.00973589868328886,0.0105716096388551
34,0.012768945766265133,1.8285866121947483e-05,0.02032899874704064,0.017959552685632818,0.006813617086441004,1.591911809783457e-05,0.010215868018677667,0.01020906412254751
35,0.0123328826093039,1.5637232522703026e-05,0.019909014933246993,0.017073995662142013,0.006631494785304766,1.381671036888298e-05,0.010278400536238139,0.009602267109307274
36,0.011831003296990081,1.5332494737436014e-05,0.019390071358318595,0.01608760603791421,0.006388150722439343,1.4515234424585952e-05,0.010509276341346841,0.008640660591546606
37,0.011298046854013713,1.5452128297976793e-05,0.01872781624753863,0.015150872186204534,0.006196167977704954,1.3919348182231651e-05,0.010912186326173324,0.007662398258759306
38,0.010786188014381713,1.580755382138625e-05,0.017898909724432515,0.014443846764891237,0.005898356233567948,1.401111384515458e-05,0.010910221868575458,0.00677083571828323
39,0.01023846716133173,1.6518530689355877e-05,0.01698307842785987,0.013715804525445966,0.005607930460897179,1.4191704853859548e-05,0.010434869554728818,0.00637473012310886
40,0.009799061544060232,1.567315341823823e-05,0.016066975338184318,0.013314536140578138,0.006144970292705878,1.542253712844437e-05,0.011577301726186156,0.00684218661480303
41,0.00932711524112895,1.0955926213280235e-05,0.014942920948319833,0.013027468848853745,0.005310830371679953,9.873542341563491e-06,0.010095099503427022,0.005827518069271275
42,0.008946064628271317,9.135788749676204e-06,0.013946330957980434,0.012882727138083843,0.005895716477033762,8.71833575689082e-06,0.0109183382450718,0.0067600928502725924
43,0.008597342158247381,5.8229083394494844e-06,0.012996964209934573,0.012789239356468123,0.005628884251900943,4.90829666684516e-06,0.010475817710812345,0.006405926748223639
44,0.008342556029594711,4.735300520611439e-06,0.012191600130205519,0.012831332658058001,0.005425394173523593,3.669203210674362e-06,0.009678113047049651,0.006594400270310453
45,0.00806632987549117,6.3335186033149e-06,0.011483856453014665,0.01270879965485553,0.005991485008706244,6.396893186126962e-06,0.011196950937650666,0.006771107195281938
46,0.007847934369549097,5.631630038146542e-06,0.01084093246515955,0.012697239013449593,0.005690982552436485,3.476483184506858e-06,0.010683026757458596,0.006386444416666355
47,0.0075997833814135645,6.902112243673123e-06,0.010230406294812141,0.01256204173718488,0.005983220066139189,6.387813675192168e-06,0.011320065392142373,0.0066232069926
48,0.007366382198233763,9.462648478477254e-06,0.009702020708563382,0.01238766323765943,0.0056678624193630235,8.85754987206988e-06,0.010444806557529572,0.006549923150687429
49,0.007123617389321577,1.3752402916853342e-05,0.009178957796175308,0.012178141968872569,0.005622343056105703,1.2144924290562413e-05,0.010556078653588173,0.0062988055904383685
50,0.006910166300795019,1.98712779073323e-05,0.008843654989826512,0.011866972634651213,0.00569664750795436,1.672185373650139e-05,0.01100269876194793,0.006070521908178648
51,0.00666893872958072,3.0197291700564042e-05,0.0084529190016743,0.011523699895367294,0.006048416916745904,3.38261167324104e-05,0.012015840099879946,0.006095584533625356
52,0.006445598848507016,3.478224927864612e-05,0.00815739933352783,0.01114461496271457,0.006074567152339605,3.4548708491247504e-05,0.012201001400252213,0.0059881513482753545
53,0.006190923577549982,4.099054270082492e-05,0.007792050145593648,0.010739730044355474,0.005877745556961719,3.836888444521699e-05,0.011469921903474657,0.006124945882965281
