profile,arm,case_index,scenario,simulation_seed,controller_yaw_deg,wall_yaw_deg,wall_time_constant_s,tool_mass_kg,has_raw_contact,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s,max_geometric_separation_um,mean_true_tangent_force_n,median_true_friction_ratio,legacy_metric_max_abs_error,repair_pass,failed_repair_checks
legacy,surface_plus5,0,surface_dev_00,11,-10.0,-15.0,0.005,0.1,True,11.702240799985411,32.26265866049548,12.063735829397123,53.800000000000004,0.0,0.520407736384171,12.204432781133542,0.0,0.544,47.79760811881445,5.505144933661851,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,1,surface_dev_01,29,-10.0,-15.0,0.005,0.1,True,11.703688235764863,31.15156943609115,12.062883154152985,53.86666666666666,0.0,0.5206847399845382,12.201912338712729,0.0,0.546,45.807661532552835,5.498959430216761,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,2,surface_dev_02,11,-10.0,-15.0,0.005,0.13,True,11.80067225897231,31.59534025365139,12.06678387438827,53.53333333333333,0.0,0.5204009224653682,12.29700400462882,0.0,0.544,46.15426644450499,5.507749540947088,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,3,surface_dev_03,29,-10.0,-15.0,0.005,0.13,True,11.792901441075353,32.782254407547825,12.065631671618178,53.46666666666666,0.0,0.5207155968669114,12.290725633051073,0.0,0.546,50.32847341672822,5.4992304658949855,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,4,surface_dev_04,11,-10.0,-15.0,0.012,0.1,True,10.02275079918834,26.04850388415234,12.06561133055501,61.06666666666667,0.0,0.5207268140459779,10.444237280529954,0.0,0.544,40.103244502372874,5.507626220323883,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,5,surface_dev_05,29,-10.0,-15.0,0.012,0.1,True,10.015720600450766,26.377171339799315,12.064363201513993,61.0,0.0,0.5210105960269862,10.440086133040568,0.0,0.546,36.44327290807173,5.498034675435916,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,6,surface_dev_06,11,-10.0,-15.0,0.012,0.13,True,10.109618342167504,26.90331865047797,12.06645772949993,60.66666666666667,0.0,0.5208023753902461,10.528987957708758,0.0,0.544,35.005350168773596,5.504916459487888,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,7,surface_dev_07,29,-10.0,-15.0,0.012,0.13,True,10.09524939894304,26.780422316442575,12.067710140364216,60.66666666666667,0.0,0.5210376069440874,10.51635221311187,0.0,0.546,46.983347610687204,5.499176977551084,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,8,surface_dev_08,11,5.0,0.0,0.005,0.1,True,11.927960627556953,31.02041065066942,12.013277414735578,52.86666666666666,0.0,0.4080803222265322,12.438287768748545,0.0,0.5740000000000001,40.5553267220013,5.484773148798671,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,9,surface_dev_09,29,5.0,0.0,0.005,0.1,True,11.90481509620491,31.622544519864054,12.008655675333054,52.800000000000004,0.0,0.408497675169677,12.418540683633008,0.0,0.5740000000000001,45.53796383485048,5.474347742784538,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,10,surface_dev_10,11,5.0,0.0,0.005,0.13,True,11.999540060542268,32.55174648443777,12.014718744291159,52.53333333333333,0.0,0.4082479398282207,12.512386066709785,0.0,0.5740000000000001,46.31594814443613,5.4894413414802425,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,11,surface_dev_11,29,5.0,0.0,0.005,0.13,True,11.984808785770358,32.29061659066582,12.010071602308392,52.46666666666666,0.0,0.40855206538185507,12.49849034551239,0.0,0.5740000000000001,39.13740987195741,5.479545099998179,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,12,surface_dev_12,11,5.0,0.0,0.012,0.1,True,10.206211686866217,26.99892810476341,12.013944722973504,60.06666666666667,0.0,0.40829782584447954,10.642357080677781,0.0,0.5740000000000001,41.50835142060355,5.487954392009361,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,13,surface_dev_13,29,5.0,0.0,0.012,0.1,True,10.199259825693142,27.26233394394021,12.009402978902793,60.06666666666667,0.0,0.40858741263636805,10.631541346277471,0.0,0.5740000000000001,36.599669744417916,5.476601898441599,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,14,surface_dev_14,11,5.0,0.0,0.012,0.13,True,10.288050683003243,26.69547567854953,12.016246264432827,59.73333333333334,0.0,0.40832611063420976,10.72177902098049,0.0,0.5740000000000001,43.16822963664618,5.488959497626652,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,15,surface_dev_15,29,5.0,0.0,0.012,0.13,True,10.269732325972955,26.17157060207803,12.012304855533483,59.73333333333334,0.0,0.40869993061709786,10.704342433545786,0.0,0.5740000000000001,38.34470627574888,5.481498464983457,0.45,0.0,no,contact_ratio;raw_force_rmse
legacy,surface_plus5,16,surface_dev_16,11,20.0,15.0,0.005,0.1,True,11.825319604926559,32.64140586009984,12.074704783581693,53.266666666666666,0.0,0.3797289674315932,12.331788721405086,0.0,0.544,46.46291977177669,5.467166342645918,0.45,0.0,no,contact_ratio;raw_force_rmse
