arm,case_index,contact_in_both_profiles,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s,max_geometric_separation_um,mean_true_tangent_force_n,median_true_friction_ratio
surface_exact,13,True,-9.972513000299172,-13.903466627584333,-0.016307535211655733,40.06666666666666,0.0,0.015251977361976254,-10.348617536964698,0.0,0.0,-39.83273401760717,-0.004742572971349723,0.0
surface_exact,14,True,-10.045465774425299,-14.624994175732562,-0.012126503826246804,40.33333333333333,0.0,0.015267715422979888,-10.437793429993844,0.0,0.0,-37.75662101720284,-0.005391707884677466,0.0
surface_exact,15,True,-10.057352366544405,-13.517500470372008,-0.016203730074115796,40.46666666666666,0.0,0.01528995597680255,-10.430334157927385,0.0,0.0,-40.510440728856736,-2.4359674393181763e-05,0.0
surface_exact,16,True,-11.551603190556683,-21.434298233476746,-0.01118904732139292,46.93333333333334,0.0,0.01403904754047397,-12.043273682773975,0.0,0.0,-46.863090771401964,0.003588031689705673,0.0
surface_exact,17,True,-11.541474195924902,-21.39657995672391,-0.014413356114587828,46.93333333333334,0.0,0.013951224906639303,-12.019293979818562,0.0,0.0,-44.21780965463765,-0.0006915031156404794,0.0
surface_exact,18,True,-11.62865730045078,-19.689409038160797,-0.010574948654792138,47.266666666666666,0.0,0.013905754438058138,-12.120286082827338,0.0,0.0,-43.43233274894942,0.004101927404806638,0.0
surface_exact,19,True,-11.622844262112276,-21.250283640532665,-0.014225659859883777,47.333333333333336,0.0,0.013857902547539769,-12.100308299747402,0.0,0.0,-46.49757552792344,0.0034529176792226224,0.0
surface_exact,20,True,-9.863918596267064,-14.698076592287336,-0.006122500388201502,39.733333333333334,0.0,0.01419393259354823,-10.27872026100964,0.0,0.0,-37.0144899894051,0.00017704797069484357,0.0
surface_exact,21,True,-9.8652251230336,-14.854077207485016,-0.009125287050366637,39.86666666666666,0.0,0.014043247857173757,-10.267203260211815,0.0,0.0,-39.295896830316565,0.004751572276203042,0.0
surface_exact,22,True,-9.937811625101743,-14.745953785374056,-0.006404004978922018,40.13333333333333,0.0,0.014170252146280815,-10.3538840296364,0.0,0.0,-38.186843471083726,0.0023616130434653826,0.0
surface_exact,23,True,-9.939363130603398,-14.907339639910251,-0.009067888936300506,40.13333333333333,0.0,0.014064038808120571,-10.339322156140602,0.0,0.0,-44.172822168914855,-0.0007498234387677272,0.0
surface_minus5,0,True,-11.122340285663904,-18.49159233703201,0.026541098373328964,46.13333333333334,0.0,0.010412215594537866,-11.710326935087632,0.0,0.0,-45.5095799659147,-4.512144832435894e-05,0.0
surface_minus5,1,True,-11.113891194492005,-19.68570385287856,0.02336611972740954,46.06666666666667,0.0,0.010364789114892914,-11.692942834521805,0.0,0.0,-46.88612434166489,-0.005872220064314426,0.0
surface_minus5,2,True,-11.196263495608884,-19.564382386283246,0.027183739673130702,46.4,0.0,0.010381004406840644,-11.782189257226511,0.0,0.0,-45.70281620054975,-0.0033031497884739025,0.0
surface_minus5,3,True,-11.202627881892337,-18.765634870736907,0.02344602142461305,46.4,0.0,0.01046875388971602,-11.778961197564318,0.0,0.0,-45.7056288578582,-0.0033408632491553902,0.0
surface_minus5,4,True,-9.46672174869988,-14.054251908390157,0.03137236151080991,38.866666666666674,0.0,0.010765494062148662,-9.971489702917355,0.0,0.0,-42.66435235699903,-0.004528171822684612,0.0
surface_minus5,5,True,-9.463561554697009,-14.166163531150902,0.02764234645559327,38.93333333333333,0.0,0.010618512220582188,-9.962101183470077,0.0,0.0,-41.3094855376897,-0.0031405490383171752,0.0
surface_minus5,6,True,-9.54125667668013,-14.679538805696195,0.03096507610828958,39.26666666666667,0.0,0.010638271926688758,-10.049369759890329,0.0,0.0,-40.07946837619042,-0.004526621171799583,0.0
surface_minus5,7,True,-9.532537658227138,-14.183669538425738,0.02833248967484714,39.26666666666667,0.0,0.010478334491239694,-10.032308480113327,0.0,0.0,-41.10148466736352,-0.004668085888110518,0.0
surface_minus5,8,True,-11.283285827769769,-18.509240228574214,0.03222487460473822,47.06666666666667,0.0,0.015601337919041225,-11.905620135750882,0.0,0.0,-43.21355651201036,0.005608901161409108,0.0
surface_minus5,9,True,-11.279346476179587,-18.993855709063723,0.02961137031974026,47.06666666666667,0.0,0.015499895727671575,-11.89191046382999,0.0,0.0,-44.79295384526155,0.0072915140057148164,0.0
surface_minus5,10,True,-11.366099004119055,-19.348448262178778,0.03256172500691079,47.4,0.0,0.015472218875466515,-11.986448357638803,0.0,0.0,-41.23292163157183,0.00804178319221105,0.0
surface_minus5,11,True,-11.361889706877944,-19.273398600019103,0.029711824654453878,47.333333333333336,0.0,0.015500902325149724,-11.973611511427187,0.0,0.0,-42.34721509479428,0.001808191640646939,0.0
