trace,index,wrench_max_abs_error,torque_max_abs_error,equivalent_mu,update_ready,projection_status,projection_scale
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1473,2.220446049250313e-16,5.551115123125783e-17,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1474,1.1102230246251565e-15,1.2212453270876722e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1475,1.1102230246251565e-15,1.1032841307212493e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1476,2.220446049250313e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1477,1.6653345369377348e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1478,1.6653345369377348e-15,1.6653345369377348e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1479,1.1102230246251565e-15,1.1171619185290638e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1480,1.1102230246251565e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1481,1.1102230246251565e-15,1.1102230246251565e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1482,1.3877787807814457e-17,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1483,1.6653345369377348e-15,3.552713678800501e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1484,5.551115123125783e-17,0.0,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1485,1.3877787807814457e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1486,5.551115123125783e-16,5.551115123125783e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1487,1.942890293094024e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1488,1.3877787807814457e-17,0.0,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1489,5.551115123125783e-16,5.585809592645319e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1490,1.1102230246251565e-15,1.1206313654810174e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1491,3.469446951953614e-18,0.0,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1492,1.1102230246251565e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1493,1.6653345369377348e-15,1.654926196081874e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1494,1.1102230246251565e-15,1.1102230246251565e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1495,1.1102230246251565e-15,1.1102230246251565e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1496,4.85722573273506e-17,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1497,1.3877787807814457e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1498,1.1102230246251565e-15,1.1102230246251565e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1499,1.1015494072452725e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1500,1.249000902703301e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1501,5.551115123125783e-16,6.661338147750939e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1502,5.551115123125783e-16,6.661338147750939e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1503,1.1102230246251565e-15,1.1102230246251565e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1504,1.7763568394002505e-15,3.552713678800501e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1505,1.1102230246251565e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1506,1.1102230246251565e-15,1.1136924715771102e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1507,1.6653345369377348e-16,1.0408340855860843e-17,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1508,5.551115123125783e-17,3.469446951953614e-18,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1509,1.6653345369377348e-15,1.6792123247455493e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1510,1.6653345369377348e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1511,3.469446951953614e-18,0.0,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1512,1.6653345369377348e-16,5.551115123125783e-17,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1513,5.551115123125783e-17,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1514,5.551115123125783e-16,8.881784197001252e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1515,5.551115123125783e-16,5.551115123125783e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1516,0.0,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1517,0.0,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1518,1.1102230246251565e-16,6.938893903907228e-18,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1519,5.551115123125783e-17,3.469446951953614e-18,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1520,5.551115123125783e-16,5.412337245047638e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1521,1.1102230246251565e-15,1.1102230246251565e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1522,5.551115123125783e-16,5.689893001203927e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1523,1.1102230246251565e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1524,5.551115123125783e-16,5.551115123125783e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1525,1.1102230246251565e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1526,1.1102230246251565e-15,1.1102230246251565e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1527,1.1102230246251565e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1528,2.220446049250313e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1529,1.1102230246251565e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1530,1.7763568394002505e-15,3.552713678800501e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1531,0.0,0.0,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1532,2.220446049250313e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1533,1.1102230246251565e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1534,4.440892098500626e-16,4.440892098500626e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1535,3.469446951953614e-18,3.552713678800501e-15,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1536,5.551115123125783e-16,5.551115123125783e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1537,1.1102230246251565e-16,1.1102230246251565e-16,0.5033894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1538,1.1102230246251565e-16,0.0,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1539,2.220446049250313e-16,4.440892098500626e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1540,1.1102230246251565e-16,1.1102230246251565e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1541,2.7755575615628914e-17,0.0,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1542,1.1102230246251565e-15,1.3322676295501878e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1543,2.220446049250313e-16,1.1102230246251565e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1544,5.551115123125783e-16,6.661338147750939e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1545,1.7763568394002505e-15,8.881784197001252e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1546,1.6653345369377348e-15,1.6375789613221059e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1547,5.551115123125783e-16,6.661338147750939e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1548,2.220446049250313e-16,0.0,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1549,5.551115123125783e-16,8.881784197001252e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1550,5.551115123125783e-16,5.412337245047638e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1551,5.551115123125783e-16,6.661338147750939e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1552,1.1102230246251565e-15,1.1310397063368782e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1553,2.220446049250313e-16,2.220446049250313e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1554,5.551115123125783e-16,6.661338147750939e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1555,1.6653345369377348e-15,1.6514567491299204e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1556,4.440892098500626e-16,4.440892098500626e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1557,2.220446049250313e-16,1.1102230246251565e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1558,1.1102230246251565e-15,3.552713678800501e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1559,1.7763568394002505e-15,2.220446049250313e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1560,2.220446049250313e-16,1.1102230246251565e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1561,2.220446049250313e-16,2.220446049250313e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1562,2.220446049250313e-16,1.3877787807814457e-17,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1563,0.0,0.0,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1564,2.220446049250313e-16,4.440892098500626e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1565,1.6653345369377348e-15,1.6653345369377348e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1566,1.7763568394002505e-15,2.220446049250313e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1567,1.6653345369377348e-15,1.6514567491299204e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1568,5.551115123125783e-16,6.661338147750939e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1569,0.0,0.0,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1570,0.0,0.0,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1571,4.440892098500626e-16,2.220446049250313e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1572,2.220446049250313e-16,4.440892098500626e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1573,1.1102230246251565e-15,1.0824674490095276e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1574,2.7755575615628914e-17,4.440892098500626e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1575,1.1102230246251565e-15,1.0824674490095276e-15,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1576,5.551115123125783e-16,8.881784197001252e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1577,2.220446049250313e-16,4.440892098500626e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1578,2.220446049250313e-16,1.1102230246251565e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1579,5.551115123125783e-16,6.661338147750939e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1580,2.220446049250313e-16,2.220446049250313e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1581,4.440892098500626e-16,4.440892098500626e-16,0.5039894723907099,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1582,2.220446049250313e-16,1.1102230246251565e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1583,1.3877787807814457e-17,4.440892098500626e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1584,5.204170427930421e-18,0.0,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1585,5.551115123125783e-16,5.273559366969494e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1586,5.551115123125783e-16,5.412337245047638e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1587,2.220446049250313e-16,1.3877787807814457e-17,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1588,5.551115123125783e-16,6.661338147750939e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1589,5.551115123125783e-16,5.828670879282072e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1590,2.220446049250313e-16,4.440892098500626e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1591,1.6653345369377348e-15,1.6375789613221059e-15,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1592,4.440892098500626e-16,4.440892098500626e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1593,4.440892098500626e-16,8.881784197001252e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1594,1.1102230246251565e-15,1.0824674490095276e-15,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1595,4.440892098500626e-16,2.7755575615628914e-17,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1596,1.734723475976807e-18,4.440892098500626e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1597,4.440892098500626e-16,4.440892098500626e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1598,0.0,4.440892098500626e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1599,5.551115123125783e-16,6.661338147750939e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1600,1.1102230246251565e-15,1.1102230246251565e-15,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1601,4.440892098500626e-16,4.440892098500626e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1602,4.440892098500626e-16,1.1102230246251565e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1603,4.440892098500626e-16,2.220446049250313e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1604,4.440892098500626e-16,2.220446049250313e-16,0.50458947239071,True,unchanged,1.0
/home/lyh/robot-arm-compliant-control-lab/results/franka_rotation_gain_comparison/traces/friction_step_down__seed_11__online__full.npz,1605,4.440892098500626e-16,2.220446049250313e-16,0.50458947239071,True,unchanged,1.0
