iteration,mean_cost,best_cost,validation_cost,training_simulation_seed,validation_simulation_seed
0,2.060127899882381,2.00108970479233,2.00108970479233,30001,100002
1,1.9707091511309862,1.9080053971994397,1.9080053971994397,130001,200002
2,1.981783065203459,1.7835769507833628,1.7835769507833628,230001,300002
3,1.9133203939020818,1.7782643507847091,1.7782643507847091,330001,400002
4,1.9380269503375636,1.7782643507847091,1.8146445644888296,430001,500002
5,1.8740940769713352,1.7782643507847091,1.806299121888834,530001,600002
6,1.9147754483754202,1.7596244599430486,1.7596244599430486,630001,700002
7,1.878365379864009,1.7583168477915971,1.7583168477915971,730001,800002
8,1.9047872572279687,1.7583168477915971,1.8629898066460644,830001,900002
