scale,method,case_index,scenario,simulation_seed,wall_yaw_deg,wall_time_constant_s,tool_mass_kg,duration_s,has_raw_contact,force_rmse_n,peak_force_n,tangent_rmse_mm,contact_ratio_pct,saturation_pct,orientation_rmse_deg,measurement_rmse_n,seconds_over_35_n,first_raw_contact_time_s,max_penetration_mm,evaluation_median_penetration_mm,projection_pct,max_compensation_force_n,tangent_velocity_error_rms_m_s,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm,frozen_metric_max_abs_error,failed_gates,all_gates_pass
1.0,integral,8,surface_dev_08,11,0.0,0.005,0.1,4.5,True,0.16912540577874743,12.63497916865367,8.064794206390555,100.0,0.0,0.5315056866750656,0.2095572054070994,0.0,0.5740000000000001,0.7897473216626829,0.6440100684896379,0.0,5.178515123116944,0.016844854034895742,6.125509366070066,4.925509366070067,0.0,,yes
1.0,friction,8,surface_dev_08,11,0.0,0.005,0.1,4.5,True,0.16228244396804478,12.636585788580819,1.8043320344220493,100.0,0.0,0.4501545965963686,0.20904664300235376,0.0,0.5740000000000001,0.7897611603013623,0.6596471088251357,0.0,5.5560059220670315,0.0035576618504566497,6.103426350352068,4.903426350352069,0.0,,yes
1.0,online,8,surface_dev_08,11,0.0,0.005,0.1,4.5,True,0.16183147168143094,12.636585788580819,1.2828497634943612,100.0,0.0,0.4638554376914606,0.20870376591755527,0.0,0.5740000000000001,0.7897611603013623,0.6574623106455415,0.0,5.984360762996737,0.004047786920887701,6.087754601031241,4.887754601031242,0.0,,yes
1.0,baseline,9,surface_dev_09,29,0.0,0.005,0.1,4.5,True,0.14908972181948435,12.622467681460728,11.74659028787708,100.0,0.0,0.42563810305943456,0.21510836712317738,0.0,0.5740000000000001,0.7896273381316279,0.6679270435484899,0.0,0.0,0.017944618016208388,6.237994169854838,5.037994169854839,0.0,,yes
1.0,integral,9,surface_dev_09,29,0.0,0.005,0.1,4.5,True,0.15992512848877524,12.620963992757861,8.057680981787987,100.0,0.0,0.5318108847105415,0.2151052176660843,0.0,0.5740000000000001,0.789613538486257,0.6433012998848311,0.0,5.175174205659595,0.01691679188245125,6.134313824204732,4.934313824204732,0.0,,yes
1.0,friction,9,surface_dev_09,29,0.0,0.005,0.1,4.5,True,0.15140821247154526,12.622467681460728,1.7905495901465214,100.0,0.0,0.45046217683428263,0.21439443305154782,0.0,0.5740000000000001,0.7896273381316279,0.6598423743902695,0.0,5.54443122430275,0.003624563725865901,6.114765205709851,4.914765205709852,0.0,,yes
1.0,online,9,surface_dev_09,29,0.0,0.005,0.1,4.5,True,0.151419095422139,12.622467681460728,1.2755523468363215,100.0,0.0,0.46419863012209667,0.21414523196722368,0.0,0.5740000000000001,0.7896273381316279,0.6578182499144061,0.0,5.984360716642944,0.004095947391413219,6.098936776464177,4.898936776464177,0.0,,yes
1.0,baseline,10,surface_dev_10,11,0.0,0.005,0.13,4.5,True,0.16286691517462268,12.6377605415699,11.757046641556816,100.0,0.0,0.42538487445594936,0.2097291953820913,0.0,0.5740000000000001,0.7881989087508492,0.6649000564944509,0.0,0.0,0.01793041566481827,6.184333497371062,4.984333497371063,0.0,,yes
1.0,integral,10,surface_dev_10,11,0.0,0.005,0.13,4.5,True,0.170153136972098,12.636163268229701,8.068201220098882,100.0,0.0,0.5316034186039602,0.20950741062499306,0.0,0.5740000000000001,0.7881851881425885,0.6417514665312887,0.0,5.179219806362696,0.016868313767256067,6.080782920176723,4.880782920176724,0.0,,yes
1.0,friction,10,surface_dev_10,11,0.0,0.005,0.13,4.5,True,0.16331823867593018,12.6377605415699,1.809448659329925,100.0,0.0,0.45020753374671896,0.20900151793362476,0.0,0.5740000000000001,0.7881989087508492,0.6574178348033102,0.0,5.555899583976282,0.0035754940039877986,6.05882535782443,4.858825357824431,0.0,,yes
