surface_yaw_deg,scale,case,arm,simulation_seed,phase,sample_count,force_rmse_n,peak_force_n,contact_ratio_pct,tangent_rmse_mm,tangent_velocity_error_rms_m_s,orientation_rmse_deg,saturation_pct,projection_pct,minimum_torque_headroom_nm,minimum_reserved_torque_headroom_nm,paired_baseline_force_rmse_increase_n,paired_baseline_orientation_rmse_increase_deg,paired_friction_force_rmse_increase_n,paired_friction_orientation_rmse_increase_deg,failed_gates,all_gates_pass,supplemental_failures,all_checks_pass
-15,2,modest_combined,online,11,combined_transition,2000,0.470176890882859,12.386062569762492,100.0,1.4584395254019813,0.003957014548466395,0.1289891164321426,0.0,0.0,5.830993515969886,4.6309935159698865,0.034318267307520856,-0.007974246388040535,-0.0024218074559334,0.003208240663688272,,yes,,yes
-15,2,modest_combined,online,11,combined_post,2000,0.7536196269540445,11.80068802853364,100.0,3.3221749592510266,0.004084074698140117,0.15043921879133895,0.0,0.0,5.719255947884832,4.519255947884833,-0.02187186329985613,0.010134921182494816,-0.0023883277785997636,0.0020782454423038665,,yes,,yes
0,2,stop_hold_reverse,baseline,11,forward,1500,0.15991481461968265,12.49198392576548,100.0,11.751726223880715,0.018074124347754728,0.22707825899195055,0.0,0.0,6.229073102857605,5.0290731028576054,0.0,0.0,0.0002901664699058448,-0.011432524279582829,,yes,,yes
0,2,stop_hold_reverse,baseline,11,stopping,500,0.10813599134238326,12.236167136114048,100.0,10.440877487386734,0.008101437544466432,0.14838724870586018,0.0,0.0,5.707910523499316,4.507910523499317,0.0,0.0,-0.03165418617353295,-0.011889819353528924,,yes,,yes
0,2,stop_hold_reverse,baseline,11,hold,750,0.030097916308364805,12.093655619910455,100.0,6.0004044804134296,0.003957053828224279,0.13702222336943326,0.0,0.0,5.880734962036425,4.680734962036426,0.0,0.0,-0.010876697901441894,0.05212522295043984,,yes,,yes
0,2,stop_hold_reverse,baseline,11,reverse_ramp,500,0.09643698692636671,12.334095604202332,100.0,7.103521419544163,0.021365949866810563,0.12484014416052275,0.0,0.0,6.296815532773293,5.096815532773293,0.0,0.0,-0.009965351208744436,-0.04361521257650269,,yes,,yes
0,2,stop_hold_reverse,baseline,11,reverse,2000,0.09834395651950685,12.342184627625503,100.0,11.624462304608388,0.014147789366596792,0.1878766044939459,0.0,0.0,5.70998416449188,4.509984164491881,0.0,0.0,0.010887593350720898,0.0016354614646405252,,yes,,yes
0,2,stop_hold_reverse,friction,11,forward,1500,0.1596246481497768,12.35859988156468,100.0,1.8189984793523024,0.0038249399908079017,0.23851078327153338,0.0,0.0,6.1049429083029665,4.904942908302967,-0.0002901664699058448,0.011432524279582829,0.0,0.0,,yes,,yes
0,2,stop_hold_reverse,friction,11,stopping,500,0.13979017751591621,12.355324799364462,100.0,0.8000462549664961,0.002714183978537558,0.1602770680593891,0.0,0.0,5.632960092664036,4.432960092664037,0.03165418617353295,0.011889819353528924,0.0,0.0,,yes,,yes
0,2,stop_hold_reverse,friction,11,hold,750,0.0409746142098067,12.182393755343005,100.0,0.2835944321571548,0.00022026368336883185,0.08489700041899342,0.0,0.0,6.4800410819005165,5.280041081900517,0.010876697901441894,-0.05212522295043984,0.0,0.0,,yes,,yes
0,2,stop_hold_reverse,friction,11,reverse_ramp,500,0.10640233813511114,12.225590315956538,100.0,1.6986926666545896,0.003941320693672236,0.16845535673702544,0.0,0.0,6.533139339504922,5.333139339504923,0.009965351208744436,0.04361521257650269,0.0,0.0,,yes,,yes
0,2,stop_hold_reverse,friction,11,reverse,2000,0.08745636316878595,12.218385848224885,100.0,1.5151093272851526,0.0022409402582257787,0.18624114302930536,0.0,0.0,5.722559375693157,4.522559375693158,-0.010887593350720898,-0.0016354614646405252,0.0,0.0,,yes,,yes
0,2,stop_hold_reverse,online,11,forward,1500,0.15927976461785098,12.364392224158127,100.0,1.3241418381505032,0.004500353554568261,0.2480511609721826,0.0,0.0,6.089131293055949,4.88913129305595,-0.0006350500018316718,0.02097290198023205,-0.000344883531925827,0.009540377700649222,,yes,,yes
