case,simulation_seed,arm,phase,sample_count,force_rmse_n,peak_force_n,contact_ratio_pct,tangent_rmse_mm,tangent_velocity_error_rms_m_s,orientation_rmse_deg,saturation_pct,paired_baseline_force_rmse_increase_n,paired_baseline_orientation_rmse_increase_deg,paired_friction_force_rmse_increase_n,paired_friction_orientation_rmse_increase_deg,failed_gates,all_gates_pass
friction_step_up,29,friction,pre_step,2250,0.12201695354375065,12.45450921953062,100.0,3.8230593552891414,0.005305358227990441,0.4977882206410562,0.0,-0.022567393975186048,0.03525748143955948,0.0,0.0,,yes
friction_step_up,29,friction,post_step,3000,0.1433164799799673,12.449741763125159,100.0,6.367722114783573,0.011264769760604476,0.28914327291352293,0.0,-0.009888993061987733,0.017578702091799292,0.0,0.0,,yes
friction_step_up,29,online,pre_step,2250,0.12745580110591367,12.551482201511284,100.0,1.3821931765544744,0.003419196860637164,0.4853891459516333,0.0,-0.017128546413023027,0.022858406750136562,0.005438847562163021,-0.012399074689422918,,yes
friction_step_up,29,online,post_step,3000,0.1486008476157697,12.43872100350597,100.0,5.501181678142632,0.010391478727806689,0.2930198996957055,0.0,-0.004604625426185338,0.021455328873981883,0.005284367635802395,0.0038766267821825906,,yes
friction_step_down,11,baseline,pre_step,2250,0.15855622962166044,12.60724237149394,100.0,15.539762727019674,0.02261327020209479,0.31174059860277,0.0,0.0,0.0,-0.0005153304503760225,-0.017913501166328116,,yes
friction_step_down,11,baseline,post_step,3000,0.1716666727424634,14.475732473913023,100.0,7.637996201481078,0.012775504815622597,0.41017614060483587,0.0,0.0,0.0,0.0066893691373496045,-0.03738298450942046,,yes
friction_step_down,11,integral,pre_step,2250,0.16820613523119843,12.66254482001022,100.0,10.181181445310733,0.018997434368293976,0.39832799300726957,0.0,0.00964990560953799,0.08658739440449958,0.009134575159161967,0.06867389323817147,,yes
friction_step_down,11,integral,post_step,3000,0.17189889276015385,14.497953884757125,100.0,5.666023656860291,0.012415448052160124,0.47646089048620455,0.0,0.0002322200176904654,0.06628474988136868,0.00692158915504007,0.028901765371948218,,yes
friction_step_down,11,friction,pre_step,2250,0.15907156007203646,12.606594834922012,100.0,6.558198493911401,0.010059154583333776,0.3296540997690981,0.0,0.0005153304503760225,0.017913501166328116,0.0,0.0,,yes
friction_step_down,11,friction,post_step,3000,0.16497730360511378,14.37774908299421,100.0,3.9528511398471333,0.009816617158848413,0.44755912511425633,0.0,-0.0066893691373496045,0.03738298450942046,0.0,0.0,,yes
